#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-18T17:07:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611d3bc2368c7a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=40	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-nav=cat:J/A+A/582/A68&tab:{J/A+A/582/A68/oh_maser}&key:source=J/A+A/582/A68/oh_maser&HTTPPRM:&&-ref=VIZ611d3bc2368c7a&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/582/A68/oh_maser
#-order=I
#-out=Obs
#-out=IDobs
#-out=Pap
#-out=ID
#-out=Name
#-out=Freq
#-out=SpType
#-out=RAJ2000
#-out=DEJ2000
#-out=vel-blue
#-out.all=2
#-out=vel-red
#-out=e_vel
#-out=vel-cent
#-out=vel-shell
#-out=Flag
#-out=Sblue
#-out=Sred
#-out=Iblue
#-out=Ired
#-out=Ref
#-out=Monitor
#-out=Maps
#-out=BibCode
#-out=SimbadName
#-out.all=2
#

#RESOURCE=yCat_35820068
#Name: J/A+A/582/A68
#Title: Database of circumstellar OH masers (Engels+, 2015)
#Table	J_A_A_582_A68_oh_maser:
#Name: J/A+A/582/A68/oh_maser
#Title: OH maser observations
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Obs	(I1)	[1/3]? Prioritized observations (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	IDobs	(I5)	Observation identification number (1)	[ucd=meta.id;obs]
#Column	Pap	(I3)	Reference identification number (1)	[ucd=meta.bib]
#Column	ID	(I5)	Object identification number (1)	[ucd=meta.id]
#Column	Name	(a16)	Object name	[ucd=meta.id;meta.main]
#Column	Freq	(I4)	Frequency	[ucd=em.freq]
#Column	SpType	(A1)	[DSI] Spectral type of maser profile (2)	[ucd=src.spType]
#Column	RAJ2000	(A12)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	vel-blue	(F6.1)	? Velocity of blue-shifted maser peak	[ucd=spect.dopplerVeloc]
#Column	vel-red	(F6.1)	? Velocity of red-shifted maser peak	[ucd=spect.dopplerVeloc]
#Column	e_vel	(F5.2)	? Velocity resolution	[ucd=stat.error]
#Column	vel-cent	(F6.1)	? Radial velocity	[ucd=spect.dopplerVeloc]
#Column	vel-shell	(F5.1)	? Expansion velocity of the maser shell	[ucd=phys.veloc.expansion]
#Column	Flag	(A1)	[><=:.&] Flag for detected maser emission (3)	[ucd=meta.code.error]
#Column	Sblue	(F8.3)	? Flux density of blue-shifted maser peak (4)	[ucd=phot.flux]
#Column	Sred	(F7.3)	? Flux density of red-shifted maser peak	[ucd=phot.flux]
#Column	Iblue	(F8.3)	? Integral flux of blue-shifted maser peak (4)	[ucd=phot.flux.density;stat.max]
#Column	Ired	(F7.3)	? Integral flux of red-shifted maser peak (4)	[ucd=phot.flux.density;stat.max]
#Column	Ref	(A6)	Acronym of the reference (1)	[ucd=meta.ref;pos.frame]
#Column	Monitor	(I1)	[0/1] Presence in monitor.dat file (5)	[ucd=meta.code]
#Column	Maps	(I1)	[0/1] Presence in maps.dat file (6)	[ucd=meta.code]
#Column	BibCode	(A19)	Bibliographic Code	[ucd=meta.bib.bibcode]
#Column	SimbadName	(a16)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000	_DEJ2000	Obs	IDobs	Pap	ID	Name	Freq	SpType	RAJ2000	DEJ2000	vel-blue	vel-red	e_vel	vel-cent	vel-shell	Flag	Sblue	Sred	Iblue	Ired	Ref	Monitor	Maps	BibCode	SimbadName
269.77086250	-20.45665278	 	31528	345	 5283	OH008.854+01.689	1667	 	17 59 05.007	-20 27 23.95	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH008.854+01.689
270.20625000	-26.88681111	 	31529	345	 5289	OH003.471-01.853	1665	 	18 00 49.500	-26 53 12.52	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH003.471-01.853
270.20625000	-26.88681111	 	31530	345	 5289	OH003.471-01.853	1667	 	18 00 49.500	-26 53 12.52	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH003.471-01.853
271.83692083	-21.26968333	 	31531	345	 5295	OH009.097-00.392	1665	D	18 07 20.861	-21 16 10.86	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH009.097-00.392
271.83692083	-21.26968333	 	31532	345	 5295	OH009.097-00.392	1667	 	18 07 20.861	-21 16 10.86	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH009.097-00.392
272.05341250	-24.24353611	 	31533	345	 5298	OH006.594-02.011	1665	 	18 08 12.819	-24 14 36.73	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH006.594-02.011
272.05341250	-24.24353611	 	31534	345	 5298	OH006.594-02.011	1667	 	18 08 12.819	-24 14 36.73	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH006.594-02.011
272.66110417	-18.88280000	 	31535	345	  550	OH011.560+00.088	1665	 	18 10 38.665	-18 52 58.08	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH011.560+00.088
272.66110417	-18.88280000	 	31536	345	  550	OH011.560+00.088	1667	 	18 10 38.665	-18 52 58.08	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH011.560+00.088
274.10703333	-14.92143333	 	31537	345	  576	OH015.700+00.770	1665	 	18 16 25.688	-14 55 17.16	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH015.700+00.770
274.10703333	-14.92143333	 	31538	345	  576	OH015.700+00.770	1667	D	18 16 25.688	-14 55 17.16	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH015.700+00.770
275.27891250	-15.05614167	 	31539	345	 5325	OH016.117-00.291	1665	I	18 21 06.939	-15 03 22.11	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH016.117-00.291
275.27891250	-15.05614167	 	31540	345	 5325	OH016.117-00.291	1667	 	18 21 06.939	-15 03 22.11	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH016.117-00.291
276.84901667	-10.50603056	 	31541	345	 5698	OH020.854+00.486	1665	I	18 27 23.764	-10 30 21.71	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH020.854+00.486
276.84901667	-10.50603056	 	31542	345	 5698	OH020.854+00.486	1667	 	18 27 23.764	-10 30 21.71	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH020.854+00.486
277.12840833	-10.84805278	 	31543	345	 5331	OH020.679+00.084	1665	 	18 28 30.818	-10 50 52.99	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH020.679+00.084
277.12840833	-10.84805278	 	31544	345	 5331	OH020.679+00.084	1667	D	18 28 30.818	-10 50 52.99	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH020.679+00.084
277.12890417	 -9.97064722	 	31545	345	 5334	OH021.457+00.491	1665	 	18 28 30.937	-09 58 14.33	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH021.457+00.491
277.12890417	 -9.97064722	 	31546	345	 5334	OH021.457+00.491	1667	D	18 28 30.937	-09 58 14.33	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH021.457+00.491
277.62781667	-14.48271667	 	31547	345	 5337	OH017.684-02.032	1665	D	18 30 30.676	-14 28 57.78	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH017.684-02.032
277.62781667	-14.48271667	 	31548	345	 5337	OH017.684-02.032	1667	D	18 30 30.676	-14 28 57.78	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH017.684-02.032
280.39959167	 -5.98083889	 	31549	345	 5358	OH026.497-00.545	1665	 	18 41 35.902	-05 58 51.02	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	
280.39959167	 -5.98083889	 	31550	345	 5358	OH026.490-00.545	1667	D	18 41 35.902	-05 58 51.02	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH026.490-00.545
281.46823750	 -1.77855000	 	31551	345	  713	OH030.715+00.427	1665	 	18 45 52.377	-01 46 42.78	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH030.715+00.427
281.46823750	 -1.77855000	 	31552	345	  713	OH030.715+00.427	1667	 	18 45 52.377	-01 46 42.78	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH030.715+00.427
281.92137500	 -1.75326667	 	31553	345	  721	OH030.944+00.035	1665	D	18 47 41.130	-01 45 11.76	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH030.944+00.035
281.92137500	 -1.75326667	 	31554	345	  721	OH030.944+00.035	1667	D	18 47 41.130	-01 45 11.76	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH030.944+00.035
282.17477917	 -2.84145278	 	31555	345	  732	OH030.091-00.686	1665	 	18 48 41.947	-02 50 29.23	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH030.091-00.686
282.17477917	 -2.84145278	 	31556	345	  732	OH030.091-00.686	1667	D	18 48 41.947	-02 50 29.23	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH030.091-00.686
282.33102500	 -2.58052778	 	31557	345	  740	OH030.394-00.706	1665	I	18 49 19.446	-02 34 49.90	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH030.394-00.706
282.33102500	 -2.58052778	 	31558	345	  740	OH030.394-00.706	1667	 	18 49 19.446	-02 34 49.90	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH030.394-00.706
282.74792083	 +6.76596944	 	31559	345	  737	OH038.909+03.178	1665	I	18 50 59.501	+06 45 57.49	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH038.909+03.178
282.74792083	 +6.76596944	 	31560	345	  737	OH038.909+03.178	1667	 	18 50 59.501	+06 45 57.49	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH038.909+03.178
285.52607917	 +3.33763056	 	31561	345	  777	OH037.118-00.847	1665	 	19 02 06.259	+03 20 15.47	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH037.118-00.847
285.52607917	 +3.33763056	 	31562	345	  777	OH037.118-00.847	1667	 	19 02 06.259	+03 20 15.47	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH037.118-00.847
286.25897917	 +0.81421944	 	31563	345	  779	OH035.209-02.653	1665	D	19 05 02.155	+00 48 51.19	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH035.209-02.653
286.25897917	 +0.81421944	 	31564	345	  779	OH035.209-02.653	1667	 	19 05 02.155	+00 48 51.19	      	      	     	      	     	<	        	       	        	       	GON14 	0	0	2014MNRAS.443.3819G	OH035.209-02.653
325.81803750	+38.01749167	1	31752	348	31752	RV Cyg          	1612	 	21 43 16.329	+38 01 02.97	      	      	 0.91	      	     	<	   0.180	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	RV Cyg
325.50451667	+35.51020278	2	31751	348	31749	V460 Cyg        	1667	 	21 42 01.084	+35 30 36.73	      	      	 0.88	      	     	<	   0.300	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	V460 Cyg
325.50451667	+35.51020278	3	31750	348	31749	V460 Cyg        	1665	 	21 42 01.084	+35 30 36.73	      	      	 0.88	      	     	<	   0.240	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	V460 Cyg
325.50451667	+35.51020278	1	31749	348	31749	V460 Cyg        	1612	 	21 42 01.084	+35 30 36.73	      	      	 0.91	      	     	<	   0.180	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	V460 Cyg
282.58348750	 -7.90761944	2	31748	348	31746	S Sct           	1667	 	18 50 20.037	-07 54 27.43	      	      	 0.88	      	     	<	   0.300	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	S Sct
282.58348750	 -7.90761944	3	31747	348	31746	S Sct           	1665	 	18 50 20.037	-07 54 27.43	      	      	 0.88	      	     	<	   0.240	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	S Sct
282.58348750	 -7.90761944	1	31746	348	31746	S Sct           	1612	 	18 50 20.037	-07 54 27.43	      	      	 0.91	      	     	<	   0.240	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	S Sct
162.90523750	-21.25008889	 	31745	348	 6262	V Hya           	1667	 	10 51 37.257	-21 15 00.32	      	      	 0.88	      	     	<	   0.240	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	V Hya
162.90523750	-21.25008889	 	31744	348	 6262	V Hya           	1665	 	10 51 37.257	-21 15 00.32	      	      	 0.88	      	     	<	   0.240	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	V Hya
162.90523750	-21.25008889	 	31743	348	 6262	V Hya           	1612	 	10 51 37.257	-21 15 00.32	      	      	 0.91	      	     	<	   0.240	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	V Hya
158.80355000	-39.56258889	2	31742	348	31740	U Ant           	1667	 	10 35 12.852	-39 33 45.32	      	      	 0.88	      	     	<	   0.240	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	U Ant
158.80355000	-39.56258889	3	31741	348	31740	U Ant           	1665	 	10 35 12.852	-39 33 45.32	      	      	 0.88	      	     	<	   0.300	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	U Ant
055.45072500	+62.64844167	3	31738	348	31737	U Cam           	1665	 	03 41 48.174	+62 38 54.39	      	      	 0.88	      	     	<	   0.090	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	U Cam
055.45072500	+62.64844167	1	31737	348	31737	U Cam           	1612	 	03 41 48.174	+62 38 54.39	      	      	 0.91	      	     	<	   0.090	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	U Cam
021.74206250	-32.54317778	 	31736	348	 6207	R Scl           	1667	 	01 26 58.095	-32 32 35.44	      	      	 0.88	      	     	<	   0.300	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	R Scl
021.74206250	-32.54317778	 	31735	348	 6207	R Scl           	1665	 	01 26 58.095	-32 32 35.44	      	      	 0.88	      	     	<	   0.240	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	R Scl
158.80355000	-39.56258889	1	31740	348	31740	U Ant           	1612	 	10 35 12.852	-39 33 45.32	      	      	 0.91	      	     	<	   0.180	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	U Ant
055.45072500	+62.64844167	2	31739	348	31737	U Cam           	1667	 	03 41 48.174	+62 38 54.39	      	      	 0.88	      	     	<	   0.180	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	U Cam
021.74206250	-32.54317778	3	31734	348	 6207	R Scl           	1612	 	01 26 58.095	-32 32 35.44	      	      	 0.91	      	     	<	   0.180	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	R Scl
325.81803750	+38.01749167	3	31753	348	31752	RV Cyg          	1665	 	21 43 16.329	+38 01 02.97	      	      	 0.88	      	     	<	   0.240	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	RV Cyg
325.81803750	+38.01749167	2	31754	348	31752	RV Cyg          	1667	 	21 43 16.329	+38 01 02.97	      	      	 0.88	      	     	<	   0.240	       	        	       	ZUC89 	0	0	1989A&A...223L..20Z	RV Cyg
302.15995833	+41.01122222	1	34001	356	34001	2008383+410040  	1612	 	20 08 38.390	+41 00 40.40	      	      	 0.57	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
301.07208333	+22.08305556	2	34000	356	33998	IRAS 20021+2156 	1667	 	20 04 17.300	+22 04 59.00	      	      	 0.55	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 20021+2156
301.07208333	+22.08305556	1	33998	356	33998	IRAS 20021+2156 	1612	 	20 04 17.300	+22 04 59.00	      	      	 0.57	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 20021+2156
301.07208333	+22.08305556	3	33999	356	33998	IRAS 20021+2156 	1665	 	20 04 17.300	+22 04 59.00	      	      	 0.55	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 20021+2156
300.99987500	+35.27163889	2	33997	356	33995	2003599+351617  	1667	 	20 03 59.970	+35 16 17.90	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
300.99987500	+35.27163889	3	33996	356	33995	2003599+351617  	1665	 	20 03 59.970	+35 16 17.90	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
300.99987500	+35.27163889	1	33995	356	33995	2003599+351617  	1612	 	20 03 59.970	+35 16 17.90	      	      	 0.57	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
300.89879167	+28.81311111	2	33994	356	33992	2003357+284847  	1667	 	20 03 35.710	+28 48 47.20	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
300.89879167	+28.81311111	3	33993	356	33992	2003357+284847  	1665	 	20 03 35.710	+28 48 47.20	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
300.89879167	+28.81311111	1	33992	356	33992	2003357+284847  	1612	 	20 03 35.710	+28 48 47.20	      	      	 0.57	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
300.78458333	+25.29083333	2	33991	356	33989	IRAS 20010+2508 	1667	 	20 03 08.300	+25 17 27.00	      	      	 0.55	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 20010+2508
300.78458333	+25.29083333	3	33990	356	33989	IRAS 20010+2508 	1665	 	20 03 08.300	+25 17 27.00	      	      	 0.55	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 20010+2508
300.78458333	+25.29083333	1	33989	356	33989	IRAS 20010+2508 	1612	 	20 03 08.300	+25 17 27.00	      	      	 0.57	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 20010+2508
297.94250000	+27.41625000	2	33988	356	33986	1951461+272458  	1667	 	19 51 46.200	+27 24 58.50	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
297.94250000	+27.41625000	3	33987	356	33986	1951461+272458  	1665	 	19 51 46.200	+27 24 58.50	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
297.94250000	+27.41625000	1	33986	356	33986	1951461+272458  	1612	 	19 51 46.200	+27 24 58.50	      	      	 0.57	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
294.73925000	+10.50444444	2	33985	356	11892	1938574+103016  	1667	 	19 38 57.420	+10 30 16.00	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
294.73925000	+10.50444444	3	33984	356	11892	1938574+103016  	1665	 	19 38 57.420	+10 30 16.00	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
294.73925000	+10.50444444	 	33983	356	11892	1938574+103016  	1612	 	19 38 57.420	+10 30 16.00	      	      	 0.57	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
289.58570833	 +1.78305556	2	33982	356	33980	1918205+014659  	1667	 	19 18 20.570	+01 46 59.00	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
289.58570833	 +1.78305556	3	33981	356	33980	1918205+014659  	1665	 	19 18 20.570	+01 46 59.00	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
289.58570833	 +1.78305556	1	33980	356	33980	1918205+014659  	1612	 	19 18 20.570	+01 46 59.00	      	      	 0.57	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
288.89662500	+21.60933333	 	33979	356	12179	IRAS 19134+2131 	1667	 	19 15 35.190	+21 36 33.60	      	      	 0.55	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 19134+2131
288.89662500	+21.60933333	 	33978	356	12179	IRAS 19134+2131 	1665	 	19 15 35.190	+21 36 33.60	      	      	 0.55	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 19134+2131
288.89662500	+21.60933333	 	33977	356	12179	IRAS 19134+2131 	1612	 	19 15 35.190	+21 36 33.60	      	      	 0.57	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 19134+2131
288.19895833	 +3.57661111	2	33976	356	33974	1912477+033435  	1667	 	19 12 47.750	+03 34 35.80	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
288.19895833	 +3.57661111	3	33975	356	33974	1912477+033435  	1665	 	19 12 47.750	+03 34 35.80	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
288.19895833	 +3.57661111	1	33974	356	33974	1912477+033435  	1612	 	19 12 47.750	+03 34 35.80	      	      	 0.57	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
287.89937500	+13.51975000	2	33973	356	33971	1911358+133111  	1667	 	19 11 35.850	+13 31 11.10	      	      	 0.55	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
287.89937500	+13.51975000	3	33972	356	33971	1911358+133111  	1665	 	19 11 35.850	+13 31 11.10	      	      	 0.55	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
287.89937500	+13.51975000	1	33971	356	33971	1911358+133111  	1612	 	19 11 35.850	+13 31 11.10	      	      	 0.57	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
287.73833333	+10.72722222	2	33970	356	33968	IRAS 19085+1038 	1667	 	19 10 57.200	+10 43 38.00	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 19085+1038
287.73833333	+10.72722222	3	33969	356	33968	IRAS 19085+1038 	1665	 	19 10 57.200	+10 43 38.00	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 19085+1038
287.73833333	+10.72722222	1	33968	356	33968	IRAS 19085+1038 	1612	 	19 10 57.200	+10 43 38.00	      	      	 0.57	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 19085+1038
273.21037500	-12.82911111	2	33967	356	33965	IRAS 18100-1250 	1667	 	18 12 50.490	-12 49 44.80	      	      	 0.55	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 18100-1250
273.21037500	-12.82911111	3	33966	356	33965	IRAS 18100-1250 	1665	 	18 12 50.490	-12 49 44.80	      	      	 0.55	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 18100-1250
273.21037500	-12.82911111	1	33965	356	33965	IRAS 18100-1250 	1612	 	18 12 50.490	-12 49 44.80	      	      	 0.57	      	     	<	   0.030	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 18100-1250
273.19737500	-14.81388889	2	33964	356	33962	IRAS 18099-1449 	1667	 	18 12 47.370	-14 48 50.00	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 18099-1449
273.19737500	-14.81388889	3	33963	356	33962	IRAS 18099-1449 	1665	 	18 12 47.370	-14 48 50.00	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 18099-1449
273.19737500	-14.81388889	1	33962	356	33962	IRAS 18099-1449 	1612	 	18 12 47.370	-14 48 50.00	      	      	 0.57	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 18099-1449
267.64833333	-20.62875000	2	33961	356	33959	1750356-203743  	1667	 	17 50 35.600	-20 37 43.50	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
267.64833333	-20.62875000	3	33960	356	33959	1750356-203743  	1665	 	17 50 35.600	-20 37 43.50	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
267.64833333	-20.62875000	1	33959	356	33959	1750356-203743  	1612	 	17 50 35.600	-20 37 43.50	      	      	 0.57	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	
260.50958333	 -6.07027778	2	33958	356	33956	IRAS 17193-0601 	1667	 	17 22 02.300	-06 04 13.00	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 17193-0601
260.50958333	 -6.07027778	3	33957	356	33956	IRAS 17193-0601 	1665	 	17 22 02.300	-06 04 13.00	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 17193-0601
260.50958333	 -6.07027778	1	33956	356	33956	IRAS 17193-0601 	1612	 	17 22 02.300	-06 04 13.00	      	      	 0.57	      	     	<	   0.090	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 17193-0601
258.98500000	 -7.79250000	2	33955	356	33953	IRAS 17132-0744 	1667	 	17 15 56.400	-07 47 33.00	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 17132-0744
258.98500000	 -7.79250000	3	33954	356	33953	IRAS 17132-0744 	1665	 	17 15 56.400	-07 47 33.00	      	      	 0.55	      	     	<	   0.060	       	        	       	YUN14 	0	0	2014ApJ...794...81Y	IRAS 17132-0744
