#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-16T15:29:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611a83dccb671	
#INFO	-out.max=unlimited	
#INFO	queryParameters=46	
#-oc.form=sexa
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/123/2772&tab:{J/AJ/123/2772/AGB}&key:source=J/AJ/123/2772/AGB&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/123/2772/AGB
#-order=I
#-out=n_Name
#-out=Name
#-out=Vlsr
#-out=Vexp
#-out=IRAS
#-out=NIRAS
#-out=S12um
#-out=S25um
#-out=S60um
#-out=S100um
#-out.all=2
#-out=S4um
#-out=S8um
#-out=S12umM
#-out=S15um
#-out=S21um
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=2MASS
#2MASS=2MASS
#-out=MSX
#MSX=MSX
#-out=GLON
#-out=GLAT
#-out=Vout
#-out=Sblue
#-out=Sred
#-out=vla
#-out=atca
#-out=_RA.icrs
#-out=_DE.icrs
#-out.all=2
#

#RESOURCE=yCat_51232772
#Name: J/AJ/123/2772
#Title: OH-selected AGB and post-AGB objects. I. (Sevenster+, 2002)
#Coosys	G:	galactic
#Table	J_AJ_123_2772_AGB:
#Name: J/AJ/123/2772/AGB
#Title: The catalogue of 766 OH-selected AGB and post-AGB objects (radio and infra-red data)
#Column	_RAJ2000	(A11)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A11)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	n_Name	(A1)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	Name	(A16)	OH name	[ucd=meta.id;meta.main]
#Column	Vlsr	(F6.1)	LSR velocity	[ucd=phys.veloc;pos.lsr]
#Column	Vexp	(F4.1)	Expansion velocity	[ucd=phys.veloc.expansion]
#Column	IRAS	(A10)	IRAS name	[ucd=meta.id.assoc]
#Column	NIRAS	(F6.2)	Distance between OH pos and IRAS pos in fractions of IRAS error ellipse IN THE DIRECTION of the OH source	[ucd=pos.angDistance]
#Column	S12um	(F7.2)	? Flux density at 12{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S25um	(F7.2)	? Flux density at 25{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	S60um	(F8.2)	? Flux density at 60{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.30-60um]
#Column	S100um	(F8.2)	? Flux density at 100{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.60-100um]
#Column	S4um	(F6.2)	? MSX flux density at 4{mu}m (B2 band) if within 5" (1)	[ucd=phot.flux.density;em.IR.3-4um]
#Column	S8um	(F6.2)	? MSX flux density at 8{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S12umM	(F7.2)	? MSX flux density at 12{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S15um	(F7.2)	? MSX flux density at 15{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S21um	(F7.2)	? MSX flux density at 21{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	Jmag	(F7.2)	? 2MASS J magnitude if within 3" (1)	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.2)	? 2MASS H magnitude if within 3" (1)	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F7.2)	? 2MASS Ks magnitude if within 3" (1)	[ucd=phot.mag;em.IR.K]
#Column	2MASS	(a5)	Display the 2MASS (Cat. II/246) sources within a 10-arcsec radius	[ucd=meta.ref.url]
#Column	MSX	(A3)	Display the MSX6C (Cat. V/114) sources within a 15-arcsec radius	[ucd=meta.ref.url]
#Column	GLON	(F7.3)	Galactic longitude in range [0,360]{deg} (the original table contained negative longitudes)	[ucd=pos.galactic.lon]
#Column	GLAT	(F7.3)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	Vout	(F6.3)	Outflow velocity	[ucd=phys.veloc]
#Column	Sblue	(F7.3)	Blue peak flux density	[ucd=phot.flux.density;em.IR]
#Column	Sred	(F7.3)	Red peak flux density	[ucd=phot.flux.density;em.IR]
#Column	vla	(A24)	VLA spectrum name (vla/spectrumname)	[ucd=meta.id;meta.file]
#Column	atca	(A25)	ATCA spectrum name (atca/spectrumname)	[ucd=meta.id;meta.file]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
_RAJ2000	_DEJ2000	n_Name	Name	Vlsr	Vexp	IRAS	NIRAS	S12um	S25um	S60um	S100um	S4um	S8um	S12umM	S15um	S21um	Jmag	Hmag	Kmag	2MASS	MSX	GLON	GLAT	Vout	Sblue	Sred	vla	atca	_RA.icrs	_DE.icrs
18 26 32.32	-14 20 32.0	D	OH017.362-01.115	  77.2	13.6	18236-1422	  0.09	  10.41	   8.36	  -20.05	 -229.20	 -8.75	  8.41	   9.76	   7.66	   9.59	       	       	       	2MASS	MSX	017.362	-01.115	13.600	  0.400	  0.800	vla/OH017.362-01.115.dat	                         	276.6346	-14.3422
18 27 12.03	-05 50 58.3	D	OH024.957+02.693	   0.0	15.9	18245-0552	  0.25	  24.99	  23.21	    5.82	  -17.20	      	      	       	       	       	       	       	       	2MASS	MSX	024.957	+02.693	15.900	  0.500	  0.600	vla/OH024.957+02.693.dat	                         	276.8001	-05.8495
18 27 18.19	-11 57 48.3	D	OH019.554-00.172	 143.0	13.6	18245-1159	  0.34	   3.34	   9.36	  -15.25	-7093.00	      	      	       	       	       	       	       	       	2MASS	MSX	019.554	-00.172	13.600	  1.000	  1.800	vla/OH019.554-00.172.dat	                         	276.8258	-11.9634
18 27 20.39	-11 05 20.8	D	OH020.332+00.227	 121.4	12.4	18245-1107	  0.56	   6.33	  11.81	  -19.51	 -292.70	 -9.25	  6.35	   8.81	  10.50	  13.08	       	       	       	2MASS	MSX	020.332	+00.227	12.400	  1.100	  1.500	vla/OH020.332+00.227.dat	                         	276.8350	-11.0891
18 27 23.51	-12 59 01.3	D	OH018.661-00.666	  29.5	18.1	18245-1300	  0.15	  10.44	  12.17	  -23.44	  176.70	      	      	       	       	       	       	       	       	2MASS	MSX	018.661	-00.666	18.100	  0.400	  0.400	vla/OH018.661-00.666.dat	                         	276.8480	-12.9837
18 27 23.74	-10 30 23.6	D	OH020.854+00.486	  54.5	 0.0	18246-1032	  0.52	   2.18	  20.25	   50.37	 -386.00	 -9.25	  0.96	   1.87	   6.17	  13.73	       	       	       	2MASS	MSX	020.854	+00.486	 0.000	  3.900	  0.000	vla/OH020.854+00.486.dat	                         	276.8489	-10.5066
18 27 56.36	-10 46 52.4	D	OH020.673+00.240	  91.9	19.3	18251-1048	  0.17	   6.67	  13.34	  -16.19	 -325.00	 12.30	 16.62	  24.29	  26.84	  29.86	       	       	       	2MASS	MSX	020.673	+00.240	19.300	  0.800	  1.200	vla/OH020.673+00.240.dat	                         	276.9848	-10.7812
18 28 13.78	-11 16 09.5	D	OH020.274-00.050	  27.2	15.9	18254-1118	  0.06	  17.74	  25.14	  -14.98	 -211.50	 -9.25	 17.36	  21.82	  26.04	  32.79	       	       	       	2MASS	MSX	020.274	-00.050	15.900	  3.800	  3.600	vla/OH020.274-00.050.dat	                         	277.0574	-11.2693
18 28 30.79	-10 50 54.3	D	OH020.679+00.084	 136.2	18.2	18257-1052	  0.33	  12.38	  37.68	   61.23	 -250.80	 -9.25	 11.54	  15.62	  33.54	  38.40	       	       	       	2MASS	MSX	020.679	+00.084	18.200	  5.800	  3.100	vla/OH020.679+00.084.dat	                         	277.1283	-10.8484
18 28 31.03	-09 58 13.4	D	OH021.457+00.491	 115.8	18.1	18257-1000	  1.41	  46.32	 120.50	  115.90	 -319.10	 -9.25	  9.75	  10.65	  21.33	  25.19	       	       	       	2MASS	MSX	021.457	+00.491	18.100	 18.900	 17.800	vla/OH021.457+00.491.dat	                         	277.1293	-09.9704
18 28 34.07	-13 15 13.3	D	OH018.555-01.045	  66.9	12.4	18257-1317	  1.72	       	       	        	        	 13.67	 18.76	  21.56	  17.22	  18.65	       	       	       	2MASS	MSX	018.555	-01.045	12.400	  0.200	  0.200	vla/OH018.555-01.045.dat	                         	277.1420	-13.2537
18 28 59.93	-07 33 22.5	D	OH023.651+01.506	  79.4	13.6	18262-0735	  0.45	   6.80	  14.32	    6.71	  -57.37	      	      	       	       	       	       	       	       	2MASS	MSX	023.651	+01.506	13.600	  0.400	  0.900	vla/OH023.651+01.506.dat	                         	277.2497	-07.5562
18 29 28.71	-12 37 54.3	D	OH019.209-00.953	  51.0	17.0	18266-1239	  0.26	  14.84	  32.74	   19.73	 -191.30	 -8.75	  5.92	  12.13	  17.40	  21.83	  14.11	  12.74	  11.10	2MASS	MSX	019.209	-00.953	17.000	  2.100	  2.000	vla/OH019.209-00.953.dat	                         	277.3696	-12.6317
18 29 34.95	-11 44 23.7	D	OH020.011-00.562	  77.2	18.1	18267-1146	  0.07	   2.11	   2.65	  -17.60	 -315.20	      	      	       	       	       	       	       	       	2MASS	MSX	020.011	-00.562	18.100	  0.300	  0.200	vla/OH020.011-00.562.dat	                         	277.3956	-11.7399
18 29 35.57	-11 15 53.9	D	OH020.433-00.344	  42.0	17.0	18268-1117	  0.18	  12.37	  30.48	   18.72	 -290.70	 -8.79	 14.30	  20.94	  31.33	  43.54	       	       	       	2MASS	MSX	020.433	-00.344	17.000	  1.200	  2.200	vla/OH020.433-00.344.dat	                         	277.3982	-11.2650
18 29 51.28	-14 33 27.2	D	OH017.544-01.926	  42.0	10.2	18269-1435	  0.44	   8.98	  14.23	    3.17	 -224.60	      	      	       	       	       	  11.39	   8.76	   6.87	2MASS	MSX	017.544	-01.926	10.200	  0.900	  1.000	vla/OH017.544-01.926.dat	                         	277.4637	-14.5576
18 29 51.40	-09 03 35.0	D	OH022.417+00.621	   0.0	11.4	18271-0905	  0.42	   3.23	   7.92	  -27.32	 -421.80	 -9.25	  2.65	   3.43	   6.24	   7.45	       	       	       	2MASS	MSX	022.417	+00.621	11.400	  0.600	  0.400	vla/OH022.417+00.621.dat	                         	277.4641	-09.0597
18 29 56.69	-11 46 54.5	D	OH020.015-00.660	   4.6	11.4	18271-1148	  0.39	   6.32	   6.78	  -14.19	  112.50	      	      	       	       	       	       	       	       	2MASS	MSX	020.015	-00.660	11.400	  0.300	  0.300	vla/OH020.015-00.660.dat	                         	277.4862	-11.7818
18 30 06.81	-07 36 53.8	D	OH023.727+01.234	   0.0	13.6	18273-0738	  0.29	  56.54	  62.26	   15.10	  -72.46	      	      	       	       	       	       	       	       	2MASS	MSX	023.727	+01.234	13.600	  2.500	  1.200	vla/OH023.727+01.234.dat	                         	277.5284	-07.6149
18 30 28.28	-11 09 02.9	D	OH020.634-00.482	  11.4	15.9	18276-1111	  0.29	  -5.59	   7.11	  -21.38	 -238.70	 -8.79	  1.55	   1.96	   3.86	   4.17	       	       	       	2MASS	MSX	020.634	-00.482	15.900	  0.200	  0.500	vla/OH020.634-00.482.dat	                         	277.6178	-11.1508
18 30 30.62	-14 28 57.0	D	OH017.684-02.032	  61.2	11.4	18276-1431	  0.15	  22.65	 132.00	  120.00	   38.63	 -9.21	  4.76	  20.85	  45.39	 106.73	 -11.56	 -10.57	   9.52	2MASS	MSX	017.684	-02.032	11.400	 30.600	 39.000	vla/OH017.684-02.032.dat	                         	277.6276	-14.4825
18 30 30.97	-10 57 32.9	D	OH020.809-00.403	 103.3	17.0	18277-1059	  1.51	       	       	        	        	 11.49	 14.33	  18.72	  23.99	  26.29	       	       	       	2MASS	MSX	020.809	-00.403	17.000	  0.400	  0.800	vla/OH020.809-00.403.dat	                         	277.6291	-10.9591
18 31 02.32	-09 41 13.5	D	OH021.996+00.072	 130.5	21.6	18282-0943	  0.11	  27.99	  38.60	  -17.27	 -256.10	 -9.25	 24.33	  37.39	  46.82	  43.34	       	       	       	2MASS	MSX	021.996	+00.072	21.600	  1.300	  1.500	vla/OH021.996+00.072.dat	                         	277.7597	-09.6871
18 31 22.87	-09 57 20.1	D	OH021.797-00.127	  40.9	 0.0	18286-0959	  0.19	  24.87	  24.52	  -18.38	 -405.10	 -9.25	 27.56	  46.54	  62.81	  37.54	       	       	       	2MASS	MSX	021.797	-00.127	 0.000	  5.900	  0.000	vla/OH021.797-00.127.dat	                         	277.8453	-09.9556
18 31 23.04	-11 09 54.1	D	OH020.725-00.687	  47.5	15.9	18286-1112	  0.21	  13.82	  17.43	  -19.99	 -353.60	 -8.75	 22.15	  27.52	  23.12	  29.63	       	       	       	2MASS	MSX	020.725	-00.687	15.900	  0.400	  1.100	vla/OH020.725-00.687.dat	                         	277.8460	-11.1650
18 31 31.41	-16 08 46.6	D	OH016.319-03.016	  28.4	 7.9	18286-1610	  1.68	       	       	        	        	 -8.96	 12.28	  21.36	  24.85	  31.67	  11.94	  10.28	   8.94	2MASS	MSX	016.319	-03.016	 7.900	  2.500	  3.300	vla/OH016.319-03.016.dat	                         	277.8809	-16.1463
18 32 00.62	-09 18 20.3	D	OH022.445+00.036	 135.1	14.8	18289-0921	  8.97	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	022.445	+00.036	14.800	  0.400	  0.600	vla/OH022.445+00.036.dat	                         	278.0026	-09.3056
18 32 19.98	-12 14 11.0	D	OH019.882-01.388	 102.2	15.9	18295-1216	  0.45	  12.58	  20.06	    5.65	 -270.10	 -8.75	  9.06	  11.17	  10.58	  13.91	       	       	       	2MASS	MSX	019.882	-01.388	15.900	  1.000	  0.300	vla/OH019.882-01.388.dat	                         	278.0832	-12.2364
18 32 22.72	-09 27 44.5	D	OH022.348-00.117	  45.4	20.4	18296-0929	  1.11	  12.82	 -13.28	  -86.32	 -268.00	 -8.59	 11.97	  15.45	  14.31	  12.23	       	       	       	2MASS	MSX	022.348	-00.117	20.400	  0.400	  0.400	vla/OH022.348-00.117.dat	                         	278.0947	-09.4624
18 32 55.42	-06 51 43.1	D	OH024.717+00.964	  45.4	13.6	18302-0653	  0.47	   5.80	   5.89	  -27.62	 -387.00	 -9.63	  8.61	   8.85	   6.32	   7.55	       	       	       	2MASS	MSX	024.717	+00.964	13.600	  0.300	  0.300	vla/OH024.717+00.964.dat	                         	278.2309	-06.8620
18 33 09.65	-07 27 58.4	D	OH024.208+00.633	  59.0	15.9	18304-0730	  0.31	  37.66	  35.20	  -19.56	 -322.00	 -9.25	 10.15	  13.38	  13.33	  17.53	       	       	       	2MASS	MSX	024.208	+00.633	15.900	  0.400	  1.600	vla/OH024.208+00.633.dat	                         	278.2902	-07.4662
18 33 27.52	-09 54 22.8	D	OH022.077-00.558	  45.2	 6.8	18307-0956	  0.42	   7.86	   9.41	   16.38	 -237.50	      	      	       	       	       	       	       	       	2MASS	MSX	022.077	-00.558	 6.800	  0.200	  0.100	vla/OH022.077-00.558.dat	                         	278.3647	-09.9063
18 33 34.19	-11 56 42.4	D	OH020.280-01.522	 -11.4	11.4	18307-1159	  0.14	  10.71	  11.72	  -24.26	 -291.60	 -8.75	  7.84	  10.06	   8.93	  11.24	  12.26	   9.78	   7.82	2MASS	MSX	020.280	-01.522	11.400	  0.900	  1.900	vla/OH020.280-01.522.dat	                         	278.3924	-11.9451
18 33 34.51	-09 57 34.4	D	OH022.043-00.608	 115.6	11.4	18308-1000	  5.13	       	       	        	        	 -8.79	  0.28	  -1.37	   3.07	   5.47	       	       	       	2MASS	MSX	022.043	-00.608	11.400	  3.100	  1.400	vla/OH022.043-00.608.dat	                         	278.3938	-09.9595
18 33 49.51	-08 04 00.5	D	OH023.751+00.210	 106.7	 9.1	18310-0806	  3.16	       	       	        	        	 -9.25	  0.31	   1.89	   4.17	  11.67	       	       	       	2MASS	MSX	023.751	+00.210	 9.100	  1.000	  2.700	vla/OH023.751+00.210.dat	                         	278.4563	-08.0668
18 33 54.93	-05 59 42.3	D	OH025.600+01.145	  98.8	14.8	18312-0602	  0.35	   3.76	   5.11	   -6.60	  -74.36	      	      	       	       	       	       	       	       	2MASS	MSX	025.600	+01.145	14.800	  0.200	  0.200	vla/OH025.600+01.145.dat	                         	278.4789	-05.9951
18 34 05.59	-10 38 02.9	D	OH021.503-01.032	  78.3	10.2	18313-1040	  0.38	   4.51	   9.00	  -29.72	 -271.10	 -8.75	  5.14	   7.33	   9.54	  10.27	       	       	       	2MASS	MSX	021.503	-01.032	10.200	  0.800	  1.100	vla/OH021.503-01.032.dat	                         	278.5233	-10.6341
18 34 11.32	-08 58 03.5	D	OH022.993-00.285	  35.0	14.8	18314-0900	  1.28	  22.92	  35.36	  119.60	 -199.00	 -8.79	 10.32	  14.70	  18.39	  19.18	       	       	       	2MASS	MSX	022.993	-00.285	14.800	  8.300	  7.400	vla/OH022.993-00.285.dat	                         	278.5472	-08.9676
18 34 51.15	-08 51 44.4	D	OH023.162-00.382	  77.0	22.7	18321-0854	  0.55	   3.56	 -11.40	 -116.40	 -297.80	 -8.79	  3.36	   4.22	   6.38	   5.99	       	       	       	2MASS	MSX	023.162	-00.382	22.700	  1.100	  0.700	vla/OH023.162-00.382.dat	                         	278.7131	-08.8623
18 35 03.56	-08 54 57.1	D	OH023.138-00.452	  71.3	21.5	18324-0857	  5.33	       	       	        	        	 -8.79	  1.62	   2.00	   2.77	   2.45	       	       	       	2MASS	MSX	023.138	-00.452	21.500	  0.600	  0.500	vla/OH023.138-00.452.dat	                         	278.7648	-08.9159
18 35 19.10	-07 19 25.2	D	OH024.581+00.224	 -72.6	13.6	18325-0721	  1.73	       	       	        	        	 -9.25	  2.81	   4.27	   5.97	   6.53	       	       	       	2MASS	MSX	024.581	+00.224	13.600	  3.800	  2.300	vla/OH024.581+00.224.dat	                         	278.8296	-07.3237
18 35 28.16	-08 04 06.4	D	OH023.937-00.152	 123.7	17.0	18332-0807	 16.83	       	       	        	        	 -8.59	  5.63	   8.74	   9.46	   9.88	       	       	       	2MASS	MSX	023.937	-00.152	17.000	  0.800	  1.300	vla/OH023.937-00.152.dat	                         	278.8673	-08.0684
18 35 29.09	-07 13 12.2	D	OH024.692+00.235	  42.0	19.3	18327-0715	  0.38	  44.41	  81.27	   95.03	  172.90	  8.59	 22.60	  33.24	  43.10	  44.95	       	       	       	2MASS	MSX	024.692	+00.235	19.300	  3.900	  4.400	vla/OH024.692+00.235.dat	                         	278.8712	-07.2201
18 35 34.43	-08 02 40.8	D	OH023.970-00.164	 102.2	25.0	18328-0805	  0.22	  42.72	  41.38	  -15.43	 -612.60	 28.50	 35.47	  56.51	  49.76	  41.66	       	       	       	2MASS	MSX	023.970	-00.164	25.000	  1.700	  0.400	vla/OH023.970-00.164.dat	                         	278.8934	-08.0447
18 35 57.44	-07 18 56.4	D	OH024.661+00.087	  56.8	15.9	18322-0721	 22.83	       	       	        	        	 -9.25	  1.89	   2.85	   7.63	   6.71	       	       	       	2MASS	MSX	024.661	+00.087	15.900	  2.900	  1.900	vla/OH024.661+00.087.dat	                         	278.9893	-07.3157
18 36 41.53	-04 43 25.7	D	OH027.047+01.116	 -18.4	15.9	18340-0446	  0.69	  12.98	  11.40	  -28.15	 -410.70	      	      	       	       	       	  11.09	   8.29	   6.21	2MASS	MSX	027.047	+01.116	15.900	  0.200	  0.300	vla/OH027.047+01.116.dat	                         	279.1731	-04.7238
18 36 41.92	-06 45 52.4	D	OH025.235+00.177	  51.0	17.0	18340-0648	  0.17	  17.11	  19.12	  -25.96	 -176.30	      	      	       	       	       	       	       	       	2MASS	MSX	025.235	+00.177	17.000	  0.600	  0.700	vla/OH025.235+00.177.dat	                         	279.1747	-06.7645
18 36 43.92	-06 27 25.0	D	OH025.512+00.311	  38.6	15.9	18340-0629	  0.11	   5.05	  15.27	  -24.71	 -191.40	      	      	       	       	       	       	       	       	2MASS	MSX	025.512	+00.311	15.900	  1.400	  1.600	vla/OH025.512+00.311.dat	                         	279.1830	-06.4569
18 36 45.96	-07 18 16.6	D	OH024.763-00.086	  86.2	22.6	18340-0720	  0.17	  30.82	 -41.91	  142.70	 -168.60	 36.28	 41.49	  51.64	  52.15	  44.20	       	       	       	2MASS	MSX	024.763	-00.086	22.600	  0.400	  2.100	vla/OH024.763-00.086.dat	                         	279.1915	-07.3046
18 36 50.96	-07 49 02.8	D	OH024.317-00.340	  72.6	15.9	18341-0751	  0.28	   7.56	  13.96	  -51.21	 -989.80	 -8.79	  1.90	   2.82	   4.31	   3.41	       	       	       	2MASS	MSX	024.317	-00.340	15.900	  0.400	  0.300	vla/OH024.317-00.340.dat	                         	279.2123	-07.8174
18 36 58.04	-06 53 24.9	D	OH025.154+00.060	  87.3	14.8	18342-0655	  1.54	       	       	        	        	 -9.25	  2.14	   4.94	   5.55	  11.90	       	       	       	2MASS	MSX	025.154	+00.060	14.800	  2.300	  1.900	vla/OH025.154+00.060.dat	                         	279.2418	-06.8902
18 37 04.86	-12 28 18.5	D	OH020.206-02.526	  25.0	15.9	18342-1230	  0.06	  16.28	  15.84	    2.73	 -157.70	 -9.13	  7.49	   8.83	   8.24	   9.38	  13.32	  10.19	   7.79	2MASS	MSX	020.206	-02.526	15.900	  0.700	  0.700	vla/OH020.206-02.526.dat	                         	279.2702	-12.4718
18 37 11.05	-08 48 09.0	D	OH023.480-00.866	  64.7	12.5	18344-0850	  1.23	  21.36	  18.69	    6.48	 -240.40	 10.27	 18.63	  19.94	  15.81	  18.79	       	       	       	2MASS	MSX	023.480	-00.866	12.500	  0.500	  0.200	vla/OH023.480-00.866.dat	                         	279.2960	-08.8025
18 37 25.27	-07 07 47.0	D	OH024.993-00.150	 124.8	18.1	18351-0709	  8.50	       	       	        	        	 -9.25	  2.96	   4.39	   5.62	   5.42	       	       	       	2MASS	MSX	024.993	-00.150	18.100	  1.000	  0.600	vla/OH024.993-00.150.dat	                         	279.3553	-07.1297
18 37 30.67	-12 11 44.0	D	OH020.500-02.493	  89.7	14.8	18347-1214	  0.59	   2.49	   3.21	  -10.36	 -145.40	 -9.13	  2.08	   3.12	   2.20	   4.36	  13.64	  10.85	   8.83	2MASS	MSX	020.500	-02.493	14.800	  0.100	  0.100	vla/OH020.500-02.493.dat	                         	279.3778	-12.1955
18 37 32.38	-05 24 00.6	D	OH026.543+00.618	  27.2	13.6	18348-0526	  0.15	 359.80	 633.80	  463.00	 -310.70	 73.76	161.66	 270.53	 423.52	 525.16	       	       	       	2MASS	MSX	026.543	+00.618	13.600	 79.800	147.700	vla/OH026.543+00.618.dat	                         	279.3849	-05.4002
18 38 00.52	-06 39 28.9	D	OH025.479-00.063	  25.0	18.1	18355-0641	  9.51	       	       	        	        	 -9.25	  1.64	   2.54	   2.51	   3.41	       	       	       	2MASS	MSX	025.479	-00.063	18.100	  0.900	  0.400	vla/OH025.479-00.063.dat	                         	279.5022	-06.6580
18 38 15.35	-07 09 52.8	D	OH025.057-00.350	 142.9	11.4	18355-0712	  0.38	   1.73	  14.34	   31.14	 -159.90	      	      	       	       	       	       	       	       	2MASS	MSX	025.057	-00.350	11.400	  2.400	  2.800	vla/OH025.057-00.350.dat	                         	279.5640	-07.1647
18 38 38.79	-05 49 09.3	D	OH026.297+00.181	 -26.1	12.5	18359-0551	  0.31	  37.21	  27.80	  -74.46	 -268.50	 22.55	 42.74	  43.19	  29.51	  35.22	   6.83	       	       	2MASS	MSX	026.297	+00.181	12.500	  0.900	  1.100	vla/OH026.297+00.181.dat	                         	279.6616	-05.8192
18 38 39.92	-08 41 11.4	D	OH023.751-01.138	  47.7	13.6	18359-0843	  0.16	   6.81	  13.13	  -18.19	 -289.80	 -8.75	  6.68	   8.13	   9.51	  11.33	       	       	       	2MASS	MSX	023.751	-01.138	13.600	  0.800	  1.500	vla/OH023.751-01.138.dat	                         	279.6663	-08.6865
18 38 50.61	-06 44 49.3	D	OH025.495-00.288	  36.3	15.9	18361-0647	  0.69	  14.79	  34.16	   88.73	 -181.10	 -8.79	  4.12	   5.98	   8.30	   9.01	       	       	       	2MASS	MSX	025.495	-00.288	15.900	  1.800	  1.500	vla/OH025.495-00.288.dat	                         	279.7109	-06.7470
18 38 52.81	-02 00 11.9	D	OH029.716+01.878	  73.8	17.0	18362-0202	  0.30	  -6.48	   6.57	   -2.17	  -36.09	      	      	       	       	       	  13.62	  10.70	   8.49	2MASS	MSX	029.716	+01.878	17.000	  0.400	  0.200	vla/OH029.716+01.878.dat	                         	279.7200	-02.0033
18 39 12.05	-07 07 37.0	D	OH025.198-00.541	  74.8	18.1	18364-0710	  0.13	   8.65	   8.36	  -12.73	 -291.50	      	      	       	       	       	       	       	       	2MASS	MSX	025.198	-00.541	18.100	  0.400	  0.400	vla/OH025.198-00.541.dat	                         	279.8002	-07.1270
18 39 24.33	-06 31 51.5	D	OH025.751-00.313	 105.6	17.0	18367-0634	  0.21	  13.06	  28.14	  -20.81	 -256.20	 -8.79	  3.20	   4.94	   8.14	   8.28	       	       	       	2MASS	MSX	025.751	-00.313	17.000	  1.500	  4.100	vla/OH025.751-00.313.dat	                         	279.8514	-06.5310
18 39 29.35	-03 19 43.0	D	OH028.607+01.136	  76.1	14.8	18366-0322	  7.08	       	       	        	        	      	      	       	       	       	  11.64	   9.05	   6.82	2MASS	MSX	028.607	+01.136	14.800	  0.400	  0.300	vla/OH028.607+01.136.dat	                         	279.8723	-03.3286
18 39 40.03	-06 50 44.7	D	OH025.501-00.515	  47.7	13.6	18369-0653	  0.10	   6.99	  14.13	  -28.89	 -217.50	      	      	       	       	       	       	       	       	2MASS	MSX	025.501	-00.515	13.600	  0.500	  0.800	vla/OH025.501-00.515.dat	                         	279.9168	-06.8457
18 39 41.52	-05 48 21.5	D	OH026.428-00.044	   3.4	17.0	18370-0551	  1.24	   4.49	  14.54	  -32.02	-1005.00	 -9.25	  7.46	  10.59	  16.92	  16.93	  13.44	  11.84	  11.22	2MASS	MSX	026.428	-00.044	17.000	  2.200	  1.900	vla/OH026.428-00.044.dat	                         	279.9230	-05.8060
18 40 04.35	-06 50 57.2	D	OH025.544-00.606	 149.8	 9.1	18373-0653	  0.46	  -2.33	   2.05	  -12.50	 -151.90	 -8.79	  1.22	   1.76	   1.55	   2.64	       	       	       	2MASS	MSX	025.544	-00.606	 9.100	  0.200	  0.100	vla/OH025.544-00.606.dat	                         	280.0181	-06.8492
18 40 15.66	-04 29 55.1	D	OH027.655+00.429	  66.9	17.0	18386-0432	 15.42	       	       	        	        	 -9.25	  2.48	   3.23	   2.84	   5.08	       	       	       	2MASS	MSX	027.655	+00.429	17.000	  0.600	  0.400	vla/OH027.655+00.429.dat	                         	280.0652	-04.4986
18 40 20.14	-08 45 46.8	D	OH023.872-01.540	 129.4	15.9	18376-0848	  0.12	   3.72	   6.58	    3.15	 -319.70	 -8.75	  5.74	   7.32	   7.14	   9.03	       	       	       	2MASS	MSX	023.872	-01.540	15.900	  0.300	  0.400	vla/OH023.872-01.540.dat	                         	280.0839	-08.7630
