#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-06-22T21:32:17 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60d2272c34a6fe	
#INFO	-out.max=unlimited	
#INFO	queryParameters=39	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/A+AS/128/35/stars
#-nav=cat:J/AJ/123/2772&cat:J/A+A/538/A136&cat:J/ApJS/89/189&cat:J/ApJS/109/489&cat:J/A+AS/92/43&cat:J/A+AS/127/185&cat:J/A+A/391/967&cat:J/A+A/446/773&cat:J/A+A/299/453&cat:J/AJ/127/501&cat:J/A+AS/128/35&tab:{J/A+AS/128/35/stars}&cat:J/A+A/431/779&cat:J/A+A/368/1006&key:source=OH/IR+stars&HTTPPRM:&&-ref=VIZ60d2272c34a6fe&-out.max=unlimited&-out.form=HTML Table&-out.all=2&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=s2&-out=Name&-out=RAJ2000&-out=DEJ2000&-out=ePos&-out=Vblue&-out=Vred&-out=Vstar&-out=oLon&-out=oLat&-out.all=2&-out=Ref&-out=s3&-out=PBF&-out=Sblue&-out=Iblue&-out=e_Sblue&-out=Sred&-out=Ired&-out=e_Sred&-out=Vexp&-out=log(LOH)&-out=majAxis&-out=minAxis&-out=PA&-out=Note&-out.all=2&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+AS/128/35/stars
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+AS/128/35/stars
#-out=s2
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=ePos
#-out=Vblue
#-out=Vred
#-out=Vstar
#-out=oLon
#-out=oLat
#-out=Ref
#-out=s3
#-out=PBF
#-out=Sblue
#-out=Iblue
#-out=e_Sblue
#-out=Sred
#-out=Ired
#-out=e_Sred
#-out=Vexp
#-out=log(LOH)
#-out=majAxis
#-out=minAxis
#-out=PA
#-out=Note
#

#RESOURCE=yCat_41280035
#Name: J/A+AS/128/35
#Title: New Sample of OH/IR stars (Sjouwerman+ 1998)
#Table	J_A_AS_128_35_stars:
#Name: J/A+AS/128/35/stars
#Title: OH/IR stars in the Galactic center: positional,  kinematic and physical data
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	s2	(A1)	[abc] Image cube/data set code (2)	[ucd=meta.id;instr]
#Column	Name	(A13)	OH name according to its Galactic coordinates	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	ePos	(F6.3)	Maximum error in RA or Dec	[ucd=stat.error;pos.eq.ra;stat.max]
#Column	Vblue	(F6.1)	Velocity blue-shifted peak	[ucd=phys.veloc;stat.max]
#Column	Vred	(F6.1)	Velocity red-shifted peak	[ucd=phys.veloc;stat.max]
#Column	Vstar	(F6.1)	Stellar velocity (mean of OH peaks)	[ucd=phys.veloc]
#Column	oLon	(F7.3)	Galactic longitude offset from Sgr A*	[ucd=pos;arith.diff]
#Column	oLat	(F7.3)	Galactic latitude offset from Sgr A*	[ucd=pos;arith.diff]
#Column	Ref	(a10)	References, see Note (1)	[ucd=meta.ref;pos.frame]
#Column	s3	(A1)	Image cube/data set code (see Table 1)	[ucd=meta.id;instr]
#Column	PBF	(F5.2)	Primary beam attenuation factor	[ucd=instr.param]
#Column	Sblue	(F6.1)	Peak flux density blue-shifted peak	[ucd=phot.flux.density;em.IR]
#Column	Iblue	(F5.2)	Integrated line flux blue-shifted peak	[ucd=phot.flux.density;stat.max]
#Column	e_Sblue	(F4.1)	Relative error blue-shifted measurements	[ucd=stat.error]
#Column	Sred	(F6.1)	Peak flux density red-shifted peak	[ucd=phot.flux.density;em.radio.1500-3000MHz]
#Column	Ired	(F5.2)	Integrated line flux red-shifted peak	[ucd=phot.flux.density;stat.max]
#Column	e_Sred	(F4.1)	Relative error red-shifted measurements	[ucd=stat.error]
#Column	Vexp	(F5.2)	Expansion velocity of OH shell	[ucd=phys.veloc.expansion]
#Column	log(LOH)	(F4.1)	OH luminosity (distance assumed Ro=8kpc)	[ucd=phys.luminosity]
#Column	majAxis	(F4.1)	Deconvolution major axis	[ucd=phys.angSize]
#Column	minAxis	(F4.1)	Deconvolution minor axis	[ucd=phys.angSize.sminAxis]
#Column	PA	(I3)	Deconvolution position angle	[ucd=pos.posAng]
#Column	Note	(A4)	Notes, see Note (1)	[ucd=meta.note]
_RAJ2000	_DEJ2000	s2	Name	RAJ2000	DEJ2000	ePos	Vblue	Vred	Vstar	oLon	oLat	Ref	s3	PBF	Sblue	Iblue	e_Sblue	Sred	Ired	e_Sred	Vexp	log(LOH)	majAxis	minAxis	PA	Note
266.38104167	-28.77271667	c	000.129+0.103	17 45 31.450	-28 46 21.78	 0.082	 -63.1	 -41.3	 -52.2	 11.136	  9.015	1 (91)    	c	 1.86	 561.5	 2.74	 0.5	1304.6	 3.65	 1.1	10.90	44.4	 0.0	 0.0	  0	
266.50641667	-28.83260833	a	000.134-0.023	17 46 01.540	-28 49 57.39	 0.771	 -39.5	   0.3	 -19.6	 11.455	  1.472	1 (93)    	a	 1.59	  49.0	 0.46	 1.5	  82.3	 0.52	 4.1	19.86	43.6	 9.6	 2.3	 21	
266.50690833	-28.83331111	c	000.134-0.023	17 46 01.658	-28 49 59.92	 0.369	 -39.8	  -0.6	 -20.2	 11.456	  1.459	1 (93)    	c	 1.49	  47.8	 0.34	 1.0	  74.6	 0.23	 4.5	19.61	43.3	 0.0	 0.0	  0	
266.61961250	-28.88663611	a	000.139-0.135	17 46 28.707	-28 53 11.89	 0.847	  19.6	  61.6	  40.6	 11.781	 -5.293	1 (94)    	a	 2.27	  61.3	 0.86	 1.0	 110.0	 1.21	 2.3	21.00	43.9	 7.8	 2.4	 42	
266.61971667	-28.88886111	c	000.138-0.136	17 46 28.732	-28 53 19.90	 0.377	  18.3	  61.8	  40.1	 11.684	 -5.343	1 (94)    	c	 1.66	  91.3	 0.50	 1.5	 164.1	 0.74	 3.3	21.79	43.7	 0.0	 0.0	  0	
266.46372083	-28.80058056	a	000.142+0.026	17 45 51.293	-28 48 02.09	 0.102	   0.3	  46.8	  23.5	 11.927	  4.388	1 (95)    	a	 1.59	 418.6	 2.15	 0.5	 878.9	 5.80	 0.6	23.27	44.5	 0.0	 0.0	  0	
266.46387083	-28.80189444	c	000.141+0.026	17 45 51.329	-28 48 06.82	 0.041	   0.8	  47.3	  24.1	 11.893	  4.376	1 (95)    	c	 1.63	 613.3	 2.93	 0.2	1369.2	 7.65	 0.3	23.24	44.6	 2.4	 1.2	167	
266.38945833	-28.72760000	a	000.170+0.119	17 45 33.470	-28 43 39.36	 0.789	  93.3	 138.8	 116.0	 13.625	 10.000	          	a	 2.05	 113.5	 0.53	 2.1	  74.0	 0.48	 6.7	22.70	43.6	 4.3	 2.5	174	
266.30176250	-28.67713889	a	000.173+0.211	17 45 12.423	-28 40 37.70	 0.807	  29.8	  63.8	  46.8	 13.798	 15.516	1 (96)    	a	 2.91	 146.4	 0.82	 1.3	  76.4	 0.29	11.8	17.02	43.6	 8.5	 4.0	163	
266.56378750	-28.81148889	a	000.178-0.055	17 46 15.309	-28 48 41.36	 0.266	 -53.1	 -20.2	 -36.6	 14.107	 -0.444	1 (97)    	a	 2.14	 167.6	 0.74	 3.1	 659.2	 1.67	 4.2	16.46	44.0	 0.0	 0.0	  0	
266.56394583	-28.81329444	c	000.177-0.055	17 46 15.347	-28 48 47.86	 0.078	 -52.9	 -19.5	 -36.2	 14.037	 -0.480	1 (97)    	c	 1.83	 365.2	 1.16	 0.7	 902.1	 2.69	 0.9	16.71	44.2	 0.0	 0.0	  0	
266.60730000	-28.83147778	a	000.181-0.098	17 46 25.752	-28 49 53.32	 0.546	 103.6	 141.0	 122.3	 14.272	 -3.021	1 (98)    	a	 2.45	  71.2	 0.47	 1.8	 161.3	 1.18	 2.4	18.73	43.8	 5.2	 3.8	152	
266.60766250	-28.83332500	c	000.180-0.098	17 46 25.839	-28 49 59.97	 0.437	 101.1	 140.3	 120.7	 14.202	 -3.071	1 (98)    	c	 1.91	 103.0	 0.63	 1.4	 173.4	 0.76	 3.6	19.61	43.7	 0.0	 0.0	  0	
266.46607083	-28.74597222	a	000.189+0.053	17 45 51.857	-28 44 45.50	 0.735	  -9.9	  29.8	   9.9	 14.789	  5.988	1 (99)    	a	 2.09	 135.3	 1.27	 0.7	  74.0	 0.76	 3.4	19.86	43.9	 0.0	 0.0	  0	
266.46630833	-28.74755278	c	000.189+0.052	17 45 51.914	-28 44 51.19	 0.079	  -9.3	  29.9	  10.3	 14.743	  5.964	1 (99)    	c	 2.16	 714.1	 2.78	 0.2	 238.2	 0.75	 2.7	19.61	44.1	 0.0	 0.0	  0	
266.48252500	-28.75435000	a	000.190+0.036	17 45 55.806	-28 45 15.66	 0.177	 145.6	 173.9	 159.7	 14.814	  4.990	1 (100)   	a	 2.08	1848.2	 8.05	 0.7	1720.4	 7.03	 2.4	14.18	44.8	 0.0	 0.0	  0	
266.48260833	-28.75508889	c	000.190+0.036	17 45 55.826	-28 45 18.32	 0.066	 144.6	 173.7	 159.2	 14.801	  4.995	1 (100)   	c	 2.10	3109.5	16.84	 0.2	3629.4	16.96	 0.6	14.53	45.1	 0.0	 0.0	  0	
266.29786667	-28.64340833	a	000.200+0.232	17 45 11.488	-28 38 36.27	 0.448	 -82.6	 -50.8	 -66.7	 15.430	 16.753	1 (101)   	a	 4.01	 183.4	 0.70	 2.2	 271.6	 0.90	 5.2	15.89	43.8	 0.0	 0.0	  0	
266.51250000	-28.73948889	c	000.216+0.022	17 46 03.000	-28 44 22.16	 0.831	  12.4	  48.8	  30.6	 16.416	  4.137	1 (103)   	c	 2.41	  40.4	 0.01	47.1	  78.7	 0.69	 2.7	18.16	43.4	 8.1	 4.1	151	
266.59215417	-28.77097778	a	000.226-0.055	17 46 22.117	-28 46 15.52	 0.475	-122.7	 -89.4	-106.0	 16.960	 -0.455	1 (105)   	a	 2.94	   0.0	 0.00	99.0	 441.9	 2.05	 2.9	16.65	43.9	 9.6	 4.9	 27	ATCA
266.59215833	-28.77288889	c	000.224-0.055	17 46 22.118	-28 46 22.40	 0.112	-122.7	 -89.2	-105.9	 16.878	 -0.489	1 (105)   	c	 2.40	 537.4	 1.41	 0.6	 596.9	 1.80	 1.3	16.70	44.1	 0.0	 0.0	  0	
266.56230000	-28.73851944	c	000.240-0.015	17 46 14.952	-28 44 18.67	 0.558	  16.8	  53.1	  35.0	 17.825	  1.927	1 (106)   	c	 2.69	 135.6	 0.72	 1.3	 121.9	 0.80	 3.8	18.16	43.8	 0.0	 0.0	  0	
266.69930000	-28.78747500	c	000.260-0.143	17 46 47.832	-28 47 14.91	 0.234	  18.3	  31.3	  24.8	 19.053	 -5.761	1 (107)   	c	 3.51	 219.4	 1.30	 0.9	 453.7	 1.50	 2.5	 6.54	44.0	 5.2	 1.8	175	
266.63802083	-28.75021944	c	000.264-0.078	17 46 33.125	-28 45 00.79	 0.394	  -5.0	  29.9	  12.4	 19.292	 -1.845	1 (108)   	c	 3.25	 312.1	 1.70	 0.8	  72.3	 0.48	 8.7	17.43	43.9	 0.0	 0.0	  0	
266.65741667	-28.69946111	c	000.317-0.066	17 46 37.780	-28 41 58.06	 0.359	 194.0	 220.2	 207.1	 22.424	 -1.136	          	c	 5.41	 450.4	 1.08	 2.0	 290.2	 0.68	 9.9	13.08	43.8	 0.0	 0.0	  0	
266.63401250	-28.68370278	a	000.319-0.041	17 46 32.163	-28 41 01.33	 0.117	  57.0	  93.3	  75.2	 22.579	  0.385	1 (111)   	a	 8.35	1716.4	 9.49	 0.8	4282.4	15.30	 1.4	18.16	45.0	 0.0	 0.0	  0	
266.63388333	-28.68226944	c	000.321-0.040	17 46 32.132	-28 40 56.17	 0.067	  57.5	  92.3	  74.9	 22.661	  0.457	1 (111)   	c	 5.64	2557.4	13.91	 0.3	5589.0	21.94	 0.7	17.43	45.1	 0.0	 0.0	  0	
266.73637500	-28.72281389	c	000.333-0.138	17 46 56.730	-28 43 22.13	 1.273	  58.9	  92.3	  75.6	 23.380	 -5.417	1 (112)   	c	 7.47	 275.7	 1.16	 3.9	 299.1	 1.44	 8.7	16.71	44.0	 0.0	 0.0	  0	
266.77901667	-28.74250833	c	000.335-0.180	17 47 06.964	-28 44 33.03	 0.073	-356.5	-327.5	-342.0	 23.533	 -7.948	2         	c	 9.04	4597.0	17.63	 0.2	3942.0	19.50	 0.7	14.53	45.2	 0.0	 0.0	  0	

