#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-16T15:49:53 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611a88eed8b82	
#INFO	-out.max=unlimited	
#INFO	queryParameters=75	
#-oc.form=sexa
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/MNRAS/505/6051&tab:{J/MNRAS/505/6051/table1}&tab:{J/MNRAS/505/6051/table3}&tab:{J/MNRAS/505/6051/table5}&tab:{J/MNRAS/505/6051/table6}&key:source=J/MNRAS/505/6051&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/505/6051/table1,J/MNRAS/505/6051/table3,J/MNRAS/505/6051/table5,J/MNRAS/505/6051/table6
#-order=I
#-out=IRAS
#-out=OName
#-out=RAICRS
#-out=DEICRS
#-out=CRef
#-out=Group
#-out=Simbad
#Simbad=Simbad
#-out=JD
#-out=Filter
#-out=mag
#-out.all=2
#-out=e_mag
#-out=Origin
#-out=o_Jmag
#-out=AmpJ
#-out=JmagMean
#-out=o_Hmag
#-out=AmpH
#-out=HmagMean
#-out=o_Kmag
#-out=AmpK
#-out=KmagMean
#-out=o_Omag
#-out=AmpO
#-out.all=2
#-out=OmagMean
#-out=Survey
#-out=Bands
#-out=P
#-out=e_P
#-out=FitLCO
#-out=FitPerO
#-out=e_FitPerO
#-out=FitAmpO
#-out=FitOmagMean
#-out=FitAsyFactO
#-out=Fitt0O
#-out=FitLCJ
#-out.all=2
#-out=FitPerJ
#-out=e_FitPerJ
#-out=FitAmpJ
#-out=FitJmagMean
#-out=FitAsymFactJ
#-out=Fitt0J
#-out=FitLCH
#-out=FitPerH
#-out=e_FitPerH
#-out=FitAmpH
#-out=FitHmagMean
#-out=FitAsymFactH
#-out=Fitt0H
#-out.all=2
#-out=FitLCK
#-out=FitPerK
#-out=e_FitPerK
#-out=FitAmpK
#-out=FitKmagMean
#-out=FitAsymFactK
#-out=Fitt0K
#-out.all=2
#
#INFO	CatalogsExamined=4	
#  4 catalogues with potential matches were examined.
#

#RESOURCE=yCat_75056051
#Name: J/MNRAS/505/6051
#Title: Arecibo sample variability properties (Jimenez-Esteban+, 2021)
#Coosys	H:	ICRS
#Table	J_MNRAS_505_6051_table1:
#Name: J/MNRAS/505/6051/table1
#Title: Arecibo sources positions and classifications
#Column	_RAJ2000	(A14)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A14)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	IRAS	(A10)	IRAS name (HHMMm+DDMM)	[ucd=meta.id;meta.main]
#Column	OName	(a18)	Other name	[ucd=meta.id]
#Column	RAICRS	(F10.6)	ICRS (Hipparcos) Right Ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F10.6)	ICRS (Hipparcos) Declination (J2000.0 )	[ucd=pos.eq.dec;meta.main]
#Column	CRef	(A7)	Coordinates Source (AllWISE or 2MASS)	[ucd=meta.bib]
#Column	Group	(I1)	[1/4] Flag for groups (1)	[ucd=meta.code.error]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
_RAJ2000	_DEJ2000	IRAS	OName	RAICRS	DEICRS	CRef	Group	Simbad
20432+3151	2453200	K	 8.488	 0.006	NIR-MP
20440+0412	2451668	H	 3.721	 0.246	2MASS
20440+0412	2451668	J	 4.824	 0.250	2MASS
20440+0412	2451668	K	 3.295	 0.308	2MASS
20440+0412	2452435	H	 4.650	 0.042	NIR-MP
20440+0412	2452494	H	 3.838	 0.007	NIR-MP
20440+0412	2451744	J	 4.655	 0.023	NIR-MP
20440+0412	2452494	J	 4.690	 0.005	NIR-MP
20440+0412	2451744	K	 3.467	 0.046	NIR-MP
20440+0412	2452435	K	 4.175	 0.021	NIR-MP
20440+0412	2452494	K	 3.347	 0.007	NIR-MP
20444+0540	2451718	H	 5.886	 0.031	2MASS
20444+0540	2451718	J	 7.055	 0.024	2MASS
20444+0540	2451718	K	 4.700	 0.026	2MASS
20444+0540	2451365	H	 5.989	 0.033	NIR-MP
20444+0540	2451744	H	 5.942	 0.007	NIR-MP
20444+0540	2452046	H	 5.498	 0.094	NIR-MP
20444+0540	2452124	H	 5.471	 0.007	NIR-MP
20444+0540	2452161	H	 5.654	 0.066	NIR-MP
20444+0540	2452413	H	 4.730	 0.006	NIR-MP
20444+0540	2452494	H	 5.093	 0.201	NIR-MP
20444+0540	2452530	H	 5.412	 0.132	NIR-MP
20444+0540	2453200	H	 5.617	 0.007	NIR-MP
20444+0540	2451365	J	 7.052	 0.029	NIR-MP
20444+0540	2451744	J	 7.116	 0.008	NIR-MP
20444+0540	2452124	J	 6.659	 0.008	NIR-MP
20444+0540	2452161	J	 6.942	 0.068	NIR-MP
20444+0540	2452413	J	 5.876	 0.005	NIR-MP
20444+0540	2452494	J	 5.970	 0.055	NIR-MP
20444+0540	2452530	J	 6.571	 0.104	NIR-MP
20444+0540	2452855	J	 5.898	 0.014	NIR-MP
20444+0540	2453184	J	 6.876	 0.006	NIR-MP
20444+0540	2453200	J	 6.720	 0.009	NIR-MP
20444+0540	2453270	J	 6.695	 0.081	NIR-MP
20444+0540	2453538	J	 7.438	 0.008	NIR-MP
20444+0540	2451744	K	 4.835	 0.008	NIR-MP
20444+0540	2452046	K	 4.539	 0.066	NIR-MP
20444+0540	2452124	K	 4.448	 0.012	NIR-MP
20444+0540	2452413	K	 3.838	 0.032	NIR-MP
20444+0540	2453200	K	 4.547	 0.010	NIR-MP
20444+0540	2452494	K	 4.045	 0.014	NIR-MP
20460+3253	2451328	H	 5.428	 0.026	2MASS
20460+3253	2451328	J	 6.390	 0.020	2MASS
20460+3253	2451328	K	 4.809	 0.016	2MASS
20460+3253	2451369	H	 5.961	 0.021	NIR-MP
20460+3253	2451746	H	 6.552	 0.016	NIR-MP
20460+3253	2452041	H	 5.603	 0.039	NIR-MP
20460+3253	2452119	H	 5.914	 0.118	NIR-MP
20460+3253	2452125	H	 6.257	 0.012	NIR-MP
20460+3253	2452161	H	 6.145	 0.190	NIR-MP
20460+3253	2452421	H	 5.754	 0.004	NIR-MP
20460+3253	2452431	H	 5.818	 0.005	NIR-MP
20460+3253	2452486	H	 6.464	 0.011	NIR-MP
20460+3253	2452528	H	 6.416	 0.049	NIR-MP
20460+3253	2452852	H	 6.115	 0.008	NIR-MP
20460+3253	2453195	H	 6.072	 0.014	NIR-MP
20460+3253	2452041	J	 6.649	 0.017	NIR-MP
20460+3253	2452119	J	 7.393	 0.028	NIR-MP
20460+3253	2452161	J	 7.341	 0.010	NIR-MP
20460+3253	2452528	J	 7.555	 0.044	NIR-MP
20460+3253	2451369	J	 6.904	 0.013	NIR-MP
20460+3253	2451746	J	 7.224	 0.009	NIR-MP
20460+3253	2452125	J	 7.414	 0.007	NIR-MP
20460+3253	2452421	J	 6.772	 0.005	NIR-MP
20460+3253	2452431	J	 6.881	 0.005	NIR-MP
20460+3253	2452486	J	 7.525	 0.007	NIR-MP
20460+3253	2452838	J	 7.273	 0.022	NIR-MP
20460+3253	2452852	J	 7.404	 0.008	NIR-MP
20460+3253	2453195	J	 7.229	 0.008	NIR-MP
20460+3253	2453267	J	 6.810	 0.073	NIR-MP
20460+3253	2453538	J	 7.148	 0.005	NIR-MP
20460+3253	2453184	J	 7.082	 0.005	NIR-MP
20460+3253	2451369	K	 5.333	 0.034	NIR-MP
20460+3253	2452041	K	 5.012	 0.047	NIR-MP
20460+3253	2452119	K	 5.221	 0.179	NIR-MP
20460+3253	2452125	K	 5.457	 0.012	NIR-MP
20460+3253	2452161	K	 5.422	 0.211	NIR-MP
20460+3253	2452421	K	 5.142	 0.004	NIR-MP
20460+3253	2452431	K	 5.199	 0.005	NIR-MP
20460+3253	2452486	K	 5.681	 0.019	NIR-MP
20460+3253	2452528	K	 5.407	 0.202	NIR-MP
20460+3253	2452852	K	 5.430	 0.006	NIR-MP
20460+3253	2453195	K	 5.459	 0.011	NIR-MP
20482+3325	2451328	H	 7.111	 0.017	2MASS
20482+3325	2451328	J	 8.637	 0.026	2MASS
20482+3325	2451328	K	 5.966	 0.021	2MASS
20482+3325	2452119	H	 6.044	 0.007	NIR-MP
20482+3325	2452161	H	 6.461	 0.008	NIR-MP
20482+3325	2452431	H	 5.128	 0.011	NIR-MP
20482+3325	2452529	H	 5.975	 0.013	NIR-MP
20482+3325	2451368	H	 7.084	 0.006	NIR-MP
20482+3325	2451746	H	 6.903	 0.008	NIR-MP
20482+3325	2452046	H	 5.688	 0.087	NIR-MP
20482+3325	2452421	H	 5.152	 0.007	NIR-MP
20482+3325	2452486	H	 5.587	 0.008	NIR-MP
20482+3325	2452838	H	 5.387	 0.128	NIR-MP
20482+3325	2452852	H	 5.286	 0.008	NIR-MP
20482+3325	2453184	H	 5.976	 0.018	NIR-MP
20482+3325	2453195	H	 5.815	 0.013	NIR-MP
20482+3325	2453227	H	 6.227	 0.179	NIR-MP
20482+3325	2453267	H	 5.524	 0.056	NIR-MP
20482+3325	2453538	H	 7.819	 0.010	NIR-MP
20482+3325	2452119	J	 7.320	 0.012	NIR-MP
20482+3325	2452161	J	 7.798	 0.008	NIR-MP
20482+3325	2452486	J	 6.644	 0.013	NIR-MP
20482+3325	2451368	J	 8.552	 0.015	NIR-MP
20482+3325	2451746	J	 8.415	 0.010	NIR-MP
20482+3325	2452421	J	 6.293	 0.004	NIR-MP
20482+3325	2452431	J	 6.298	 0.005	NIR-MP
20482+3325	2452529	J	 7.175	 0.028	NIR-MP
20482+3325	2452852	J	 6.558	 0.009	NIR-MP
20482+3325	2453184	J	 7.181	 0.006	NIR-MP
20482+3325	2453195	J	 7.042	 0.009	NIR-MP
20482+3325	2452046	K	 4.949	 0.025	NIR-MP
20482+3325	2452119	K	 5.210	 0.011	NIR-MP
20482+3325	2451368	K	 5.922	 0.008	NIR-MP
20482+3325	2451746	K	 5.784	 0.009	NIR-MP
20482+3325	2452161	K	 5.512	 0.059	NIR-MP
20482+3325	2452421	K	 4.477	 0.007	NIR-MP
20482+3325	2452431	K	 4.482	 0.010	NIR-MP
20482+3325	2452486	K	 4.804	 0.009	NIR-MP
20482+3325	2452529	K	 5.223	 0.085	NIR-MP
20482+3325	2452852	K	 4.605	 0.006	NIR-MP
20482+3325	2453195	K	 5.043	 0.012	NIR-MP
20529+3013	2451331	H	 1.887	 0.180	2MASS
20529+3013	2451331	J	 2.910	 0.310	2MASS
20529+3013	2451331	K	 1.400	 0.194	2MASS
20529+3013	2451745	H	 2.660	 0.017	NIR-MP
20529+3013	2452486	H	 2.081	 0.016	NIR-MP
20529+3013	2451365	J	 4.200	 0.054	NIR-MP
20529+3013	2451745	J	 3.631	 0.036	NIR-MP
20529+3013	2452486	J	 3.031	 0.017	NIR-MP
20529+3013	2451745	K	 2.304	 0.050	NIR-MP
20529+3013	2452486	K	 1.572	 0.011	NIR-MP
20531+2909	2451497	H	10.458	 0.029	2MASS
20531+2909	2451497	J	12.973	 0.024	2MASS
20531+2909	2451497	K	 8.576	 0.021	2MASS
20531+2909	2452119	H	 9.399	 0.012	NIR-MP
20531+2909	2452530	H	 9.130	 0.039	NIR-MP
20531+2909	2452887	H	 9.629	 0.042	NIR-MP
20531+2909	2451367	H	 9.553	 0.009	NIR-MP
20531+2909	2451746	H	 9.722	 0.017	NIR-MP
20531+2909	2452160	H	 9.271	 0.007	NIR-MP
20531+2909	2452421	H	 9.629	 0.004	NIR-MP
20531+2909	2452431	H	 9.534	 0.009	NIR-MP
20531+2909	2452486	H	 9.208	 0.009	NIR-MP
20531+2909	2452854	H	 9.446	 0.009	NIR-MP
20531+2909	2453200	H	 9.222	 0.006	NIR-MP
20531+2909	2451367	J	12.138	 0.120	NIR-MP
20531+2909	2451746	J	12.347	 0.012	NIR-MP
20531+2909	2452119	J	11.961	 0.011	NIR-MP
20531+2909	2452530	J	11.577	 0.077	NIR-MP
20531+2909	2452887	J	11.971	 0.028	NIR-MP
20531+2909	2452160	J	11.835	 0.015	NIR-MP
20531+2909	2452421	J	12.218	 0.005	NIR-MP
20531+2909	2452431	J	12.145	 0.011	NIR-MP
20531+2909	2452486	J	11.767	 0.020	NIR-MP
20531+2909	2453200	J	11.571	 0.006	NIR-MP
20531+2909	2452119	K	 7.531	 0.012	NIR-MP
20531+2909	2453265	K	 7.922	 0.014	NIR-MP
20531+2909	2453536	K	 7.654	 0.009	NIR-MP
20531+2909	2451367	K	 7.659	 0.008	NIR-MP
20531+2909	2451746	K	 7.737	 0.009	NIR-MP
20531+2909	2452160	K	 7.418	 0.009	NIR-MP
20531+2909	2452421	K	 7.729	 0.005	NIR-MP
20531+2909	2452431	K	 7.663	 0.030	NIR-MP
20531+2909	2452486	K	 7.352	 0.005	NIR-MP
20531+2909	2452530	K	 7.253	 0.048	NIR-MP
20531+2909	2452838	K	 7.623	 0.060	NIR-MP
20531+2909	2452856	K	 7.732	 0.141	NIR-MP
20531+2909	2453200	K	 7.499	 0.007	NIR-MP
20531+2909	2453226	K	 7.550	 0.032	NIR-MP
20531+2909	2453184	K	 7.410	 0.005	NIR-MP
20547+0247	2451731	H	10.132	 0.024	2MASS
20547+0247	2451731	J	11.561	 0.024	2MASS
20547+0247	2451731	K	 8.405	 0.026	2MASS
20547+0247	2451363	H	10.097	 0.017	NIR-MP
20547+0247	2451747	H	10.113	 0.016	NIR-MP
20547+0247	2452046	H	10.093	 0.015	NIR-MP
20547+0247	2452125	H	 9.932	 0.018	NIR-MP
20547+0247	2452161	H	 9.960	 0.013	NIR-MP
20547+0247	2452494	H	 9.917	 0.016	NIR-MP
20547+0247	2452529	H	10.023	 0.017	NIR-MP
20547+0247	2452413	H	 9.986	 0.006	NIR-MP
20547+0247	2453200	H	10.119	 0.008	NIR-MP
20547+0247	2453184	H	10.106	 0.006	NIR-MP
20547+0247	2452833	H	10.064	 0.006	NIR-MP
20547+0247	2451747	J	11.569	 0.014	NIR-MP
20547+0247	2452161	J	11.391	 0.017	NIR-MP
20547+0247	2452413	J	11.392	 0.013	NIR-MP
20547+0247	2452833	J	11.577	 0.016	NIR-MP
20547+0247	2453265	J	11.601	 0.018	NIR-MP
20547+0247	2453538	J	11.608	 0.013	NIR-MP
20547+0247	2451363	J	11.483	 0.026	NIR-MP
20547+0247	2452494	J	11.370	 0.050	NIR-MP
20547+0247	2452529	J	11.511	 0.027	NIR-MP
20547+0247	2453196	J	11.608	 0.022	NIR-MP
20547+0247	2453184	J	11.756	 0.011	NIR-MP
20547+0247	2453200	J	11.765	 0.011	NIR-MP
20547+0247	2452125	J	11.427	 0.013	NIR-MP
20547+0247	2451747	K	 8.190	 0.018	NIR-MP
20547+0247	2452161	K	 8.270	 0.074	NIR-MP
20547+0247	2452125	K	 8.177	 0.011	NIR-MP
20547+0247	2452413	K	 8.147	 0.006	NIR-MP
20547+0247	2452494	K	 8.122	 0.005	NIR-MP
20547+0247	2452833	K	 8.102	 0.005	NIR-MP
20547+0247	2453184	K	 8.097	 0.007	NIR-MP
20547+0247	2453200	K	 8.131	 0.009	NIR-MP
21062+0058	2451757	K	 3.920	 0.230	2MASS
21062+0058	2451108	J	 5.881	 0.070	DENIS
21062+0058	2451108	K	 3.892	 0.050	DENIS
21062+0058	2451365	H	 4.824	 0.059	NIR-MP
21062+0058	2451744	H	 4.762	 0.031	NIR-MP
21062+0058	2452124	H	 4.648	 0.005	NIR-MP
21062+0058	2452160	H	 5.038	 0.006	NIR-MP
21062+0058	2452413	H	 4.001	 0.008	NIR-MP
21062+0058	2452494	H	 4.476	 0.040	NIR-MP
21062+0058	2452529	H	 4.748	 0.064	NIR-MP
21062+0058	2451365	J	 5.249	 0.059	NIR-MP
21062+0058	2451744	J	 5.122	 0.011	NIR-MP
21062+0058	2452124	J	 5.427	 0.007	NIR-MP
21062+0058	2452160	J	 5.841	 0.006	NIR-MP
21062+0058	2452413	J	 4.818	 0.007	NIR-MP
21062+0058	2452494	J	 5.287	 0.028	NIR-MP
21062+0058	2452529	J	 5.457	 0.045	NIR-MP
21062+0058	2451744	K	 4.249	 0.042	NIR-MP
21062+0058	2452124	K	 4.239	 0.014	NIR-MP
21062+0058	2452160	K	 4.441	 0.033	NIR-MP
21062+0058	2452413	K	 3.629	 0.016	NIR-MP
21062+0058	2452529	K	 4.181	 0.089	NIR-MP
21062+0058	2452494	K	 4.081	 0.009	NIR-MP
21074+1812	2451486	H	 4.128	 0.166	2MASS
21074+1812	2451486	J	 5.185	 0.292	2MASS
21074+1812	2451486	K	 3.578	 0.308	2MASS
21074+1812	2451367	H	 4.467	 0.038	NIR-MP
21074+1812	2451746	H	 4.890	 0.039	NIR-MP
21074+1812	2452041	H	 5.434	 0.020	NIR-MP
21074+1812	2452124	H	 4.999	 0.011	NIR-MP
21074+1812	2452413	H	 4.988	 0.006	NIR-MP
21074+1812	2452425	H	 4.740	 0.206	NIR-MP
21074+1812	2452486	H	 4.851	 0.009	NIR-MP
21074+1812	2452528	H	 4.751	 0.106	NIR-MP
21074+1812	2451367	J	 5.232	 0.025	NIR-MP
21074+1812	2451746	J	 5.615	 0.011	NIR-MP
21074+1812	2452041	J	 6.749	 0.037	NIR-MP
21074+1812	2452124	J	 6.116	 0.005	NIR-MP
21074+1812	2452413	J	 6.091	 0.009	NIR-MP
21074+1812	2452425	J	 5.858	 0.225	NIR-MP
21074+1812	2452486	J	 5.911	 0.005	NIR-MP
21074+1812	2452528	J	 5.856	 0.136	NIR-MP
21074+1812	2451746	K	 4.322	 0.101	NIR-MP
21074+1812	2452041	K	 4.775	 0.052	NIR-MP
21074+1812	2452124	K	 4.251	 0.012	NIR-MP
21074+1812	2452413	K	 4.446	 0.012	NIR-MP
21074+1812	2452425	K	 4.118	 0.182	NIR-MP
21074+1812	2452486	K	 4.101	 0.008	NIR-MP
21074+1812	2452528	K	 4.106	 0.135	NIR-MP
21074+1812	2451367	K	 3.748	 0.067	NIR-MP
21100+2205	2451005	H	 7.948	 0.016	2MASS
21100+2205	2451005	J	 8.883	 0.024	2MASS
21100+2205	2451005	K	 7.294	 0.018	2MASS
21100+2205	2452119	H	 8.524	 0.011	NIR-MP
21100+2205	2451369	H	 8.459	 0.011	NIR-MP
21100+2205	2451745	H	 8.863	 0.012	NIR-MP
21100+2205	2452425	H	 8.093	 0.059	NIR-MP
21100+2205	2452486	H	 8.131	 0.005	NIR-MP
21100+2205	2452531	H	 8.039	 0.043	NIR-MP
21100+2205	2452851	H	 8.162	 0.054	NIR-MP
21100+2205	2452119	J	 9.556	 0.014	NIR-MP
21100+2205	2452851	J	 8.977	 0.015	NIR-MP
21100+2205	2451369	J	 9.447	 0.008	NIR-MP
21100+2205	2451745	J	 9.884	 0.010	NIR-MP
21100+2205	2452425	J	 9.047	 0.042	NIR-MP
21100+2205	2452486	J	 9.185	 0.005	NIR-MP
21100+2205	2452531	J	 9.022	 0.095	NIR-MP
21100+2205	2451369	K	 7.663	 0.008	NIR-MP
21100+2205	2451745	K	 8.169	 0.012	NIR-MP
21100+2205	2452119	K	 7.779	 0.082	NIR-MP
21100+2205	2452425	K	 7.431	 0.038	NIR-MP
21100+2205	2452486	K	 7.411	 0.006	NIR-MP
21100+2205	2452531	K	 7.460	 0.099	NIR-MP
21100+2205	2452851	K	 7.402	 0.040	NIR-MP
21120+0736	2451775	H	 4.892	 0.274	2MASS
21120+0736	2451775	J	 6.054	 0.018	2MASS
21120+0736	2451365	H	 4.924	 0.035	NIR-MP
21120+0736	2451369	H	 4.846	 0.032	NIR-MP
21120+0736	2451744	H	 4.968	 0.059	NIR-MP
21120+0736	2452124	H	 4.706	 0.007	NIR-MP
21120+0736	2452160	H	 4.584	 0.007	NIR-MP
21120+0736	2452413	H	 6.209	 0.005	NIR-MP
21120+0736	2452486	H	 5.424	 0.008	NIR-MP
21120+0736	2451744	J	 5.763	 0.009	NIR-MP
21120+0736	2452124	J	 5.904	 0.005	NIR-MP
21120+0736	2452160	J	 5.789	 0.007	NIR-MP
21120+0736	2452413	J	 7.805	 0.006	NIR-MP
21120+0736	2452486	J	 6.655	 0.006	NIR-MP
21120+0736	2453187	J	 7.491	 0.017	NIR-MP
21120+0736	2451369	K	 3.711	 0.039	NIR-MP
21120+0736	2451744	K	 4.225	 0.036	NIR-MP
21120+0736	2452124	K	 4.152	 0.027	NIR-MP
21120+0736	2452160	K	 4.058	 0.028	NIR-MP
21120+0736	2452413	K	 5.024	 0.005	NIR-MP
21120+0736	2452486	K	 4.568	 0.027	NIR-MP
21174+1747	2451486	H	 7.338	 0.029	2MASS
21174+1747	2451486	J	 8.671	 0.041	2MASS
21174+1747	2451486	K	 6.364	 0.020	2MASS
21174+1747	2451367	H	 6.426	 0.008	NIR-MP
21174+1747	2451745	H	 6.847	 0.010	NIR-MP
21174+1747	2452124	H	 6.209	 0.005	NIR-MP
21174+1747	2452160	H	 6.239	 0.005	NIR-MP
21174+1747	2452413	H	 7.772	 0.005	NIR-MP
21174+1747	2452425	H	 7.575	 0.080	NIR-MP
21174+1747	2452486	H	 6.617	 0.006	NIR-MP
21174+1747	2452528	H	 6.638	 0.233	NIR-MP
21174+1747	2451367	J	 7.564	 0.017	NIR-MP
21174+1747	2451745	J	 8.025	 0.019	NIR-MP
21174+1747	2452124	J	 7.387	 0.005	NIR-MP
21174+1747	2452160	J	 7.377	 0.009	NIR-MP
21174+1747	2452413	J	 9.147	 0.006	NIR-MP
21174+1747	2452425	J	 8.946	 0.098	NIR-MP
21174+1747	2452486	J	 7.775	 0.004	NIR-MP
21174+1747	2452528	J	 7.862	 0.273	NIR-MP
21174+1747	2451367	K	 5.644	 0.008	NIR-MP
21174+1747	2451745	K	 6.160	 0.014	NIR-MP
21174+1747	2452124	K	 5.452	 0.007	NIR-MP
21174+1747	2452160	K	 5.452	 0.006	NIR-MP
21174+1747	2452413	K	 6.682	 0.005	NIR-MP
21174+1747	2452425	K	 6.526	 0.056	NIR-MP
21174+1747	2452486	K	 5.806	 0.005	NIR-MP
21174+1747	2452528	K	 5.839	 0.177	NIR-MP
21305+2118	2451487	H	 6.600	 0.042	2MASS
21305+2118	2451487	J	 8.766	 0.023	2MASS
21305+2118	2451487	K	 5.015	 0.016	2MASS
21305+2118	2451362	H	 7.477	 0.012	NIR-MP
21305+2118	2452124	H	 8.137	 0.007	NIR-MP
21305+2118	2452160	H	 8.426	 0.006	NIR-MP
21305+2118	2452421	H	 6.849	 0.006	NIR-MP
21305+2118	2452434	H	 6.507	 0.066	NIR-MP
21305+2118	2452528	H	 7.318	 0.188	NIR-MP
21305+2118	2452833	H	 6.806	 0.011	NIR-MP
21305+2118	2453196	H	 7.244	 0.108	NIR-MP
21305+2118	2451745	H	 9.180	 0.012	NIR-MP
21305+2118	2452486	H	 6.507	 0.066	NIR-MP
21305+2118	2452434	J	 8.783	 0.013	NIR-MP
21305+2118	2452528	J	 9.759	 0.015	NIR-MP
21305+2118	2453196	J	 9.618	 0.012	NIR-MP
21305+2118	2451745	J	11.862	 0.024	NIR-MP
21305+2118	2452124	J	10.552	 0.009	NIR-MP
21305+2118	2452160	J	10.921	 0.009	NIR-MP
21305+2118	2452421	J	 8.971	 0.004	NIR-MP
21305+2118	2452486	J	 9.362	 0.005	NIR-MP
21305+2118	2452833	J	 8.920	 0.008	NIR-MP
21305+2118	2452854	J	 8.821	 0.022	NIR-MP
21305+2118	2453184	J	10.097	 0.005	NIR-MP
21305+2118	2453225	J	 9.320	 0.121	NIR-MP
21305+2118	2453264	J	 8.902	 0.029	NIR-MP
21305+2118	2453536	J	10.784	 0.056	NIR-MP
21305+2118	2451362	K	 5.542	 0.009	NIR-MP
21305+2118	2451745	K	 7.123	 0.012	NIR-MP
21305+2118	2452124	K	 6.286	 0.006	NIR-MP
21305+2118	2452160	K	 6.479	 0.007	NIR-MP
21305+2118	2452421	K	 5.188	 0.006	NIR-MP
21305+2118	2452486	K	 5.506	 0.005	NIR-MP
21305+2118	2452833	K	 5.057	 0.012	NIR-MP
21576+3259	2451336	H	 7.305	 0.020	2MASS
21576+3259	2451336	J	 8.350	 0.029	2MASS
21576+3259	2451336	K	 6.545	 0.017	2MASS
21576+3259	2452528	H	 7.038	 0.013	NIR-MP
21576+3259	2451369	H	 7.285	 0.008	NIR-MP
21576+3259	2451745	H	 7.567	 0.019	NIR-MP
21576+3259	2452119	H	 7.302	 0.045	NIR-MP
21576+3259	2452160	H	 7.198	 0.006	NIR-MP
21576+3259	2452413	H	 6.712	 0.004	NIR-MP
21576+3259	2452425	H	 6.846	 0.062	NIR-MP
21576+3259	2452485	H	 7.147	 0.007	NIR-MP
21576+3259	2452119	J	 8.291	 0.011	NIR-MP
21576+3259	2452528	J	 7.969	 0.015	NIR-MP
21576+3259	2451369	J	 8.242	 0.016	NIR-MP
21576+3259	2451745	J	 8.645	 0.008	NIR-MP
21576+3259	2452160	J	 8.222	 0.019	NIR-MP
21576+3259	2452413	J	 7.627	 0.004	NIR-MP
21576+3259	2452425	J	 7.793	 0.064	NIR-MP
21576+3259	2452485	J	 8.125	 0.005	NIR-MP
21576+3259	2451369	K	 6.510	 0.011	NIR-MP
21576+3259	2451745	K	 6.802	 0.010	NIR-MP
21576+3259	2452119	K	 6.484	 0.023	NIR-MP
21576+3259	2452160	K	 6.415	 0.011	NIR-MP
21576+3259	2452413	K	 6.078	 0.004	NIR-MP
21576+3259	2452425	K	 6.245	 0.100	NIR-MP
21576+3259	2452485	K	 6.395	 0.006	NIR-MP
21576+3259	2452528	K	 6.298	 0.086	NIR-MP
22180+3225	2450979	J	 5.412	 0.018	2MASS
22180+3225	2450979	K	 4.026	 0.026	2MASS
22180+3225	2451745	H	 4.712	 0.087	NIR-MP
22180+3225	2452434	H	 4.047	 0.194	NIR-MP
22180+3225	2452485	H	 3.921	 0.005	NIR-MP
22180+3225	2452529	H	 4.637	 0.032	NIR-MP
22180+3225	2451366	H	 4.135	 0.015	NIR-MP
22180+3225	2451745	J	 5.048	 0.012	NIR-MP
22180+3225	2452434	J	 4.658	 0.271	NIR-MP
22180+3225	2452485	J	 4.875	 0.004	NIR-MP
22180+3225	2452529	J	 5.397	 0.013	NIR-MP
22180+3225	2451366	J	 4.955	 0.008	NIR-MP
22180+3225	2451366	K	 3.771	 0.137	NIR-MP
22180+3225	2451745	K	 3.677	 0.033	NIR-MP
22180+3225	2452485	K	 3.440	 0.008	NIR-MP
22402+1045	2451812	H	 5.053	 0.033	2MASS
22402+1045	2451812	J	 5.837	 0.020	2MASS
22402+1045	2451812	K	 4.593	 0.018	2MASS
22402+1045	2451367	H	 6.057	 0.009	NIR-MP
22402+1045	2451745	H	 5.319	 0.035	NIR-MP
22402+1045	2452413	H	 5.066	 0.006	NIR-MP
22402+1045	2452485	H	 5.563	 0.007	NIR-MP
22402+1045	2451367	J	 6.937	 0.096	NIR-MP
22402+1045	2451745	J	 6.021	 0.007	NIR-MP
22402+1045	2452413	J	 5.912	 0.008	NIR-MP
22402+1045	2452485	J	 6.322	 0.005	NIR-MP
22402+1045	2451367	K	 5.456	 0.008	NIR-MP
22402+1045	2451745	K	 4.896	 0.019	NIR-MP
22402+1045	2452413	K	 4.536	 0.006	NIR-MP
