#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-06-22T21:35:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60d2272c34a6fe	
#INFO	-out.max=unlimited	
#INFO	queryParameters=36	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/123/2772&cat:J/A+A/538/A136&cat:J/ApJS/89/189&cat:J/ApJS/109/489&cat:J/A+AS/92/43&cat:J/A+AS/127/185&cat:J/A+A/391/967&cat:J/A+A/446/773&cat:J/A+A/299/453&cat:J/AJ/127/501&cat:J/A+AS/128/35&cat:J/A+A/431/779&tab:{J/A+A/431/779/tablea1}&tab:{J/A+A/431/779/tablea2}&cat:J/A+A/368/1006&key:source=OH/IR+stars&HTTPPRM:&&-ref=VIZ60d2272c34a6fe&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/431/779/tablea1,J/A+A/431/779/tablea2
#-order=I
#-out=IRAS
#-out=IRAS_data
#IRAS_data=IRAS_data
#-out=RAJ2000
#-out=DEJ2000
#-out=oRA(CA-IRAS)
#-out=oDE(CA-IRAS)
#-out=oRA(MSX-IRAS)
#-out=oDE(MSX-IRAS)
#-out=oRA(VLA-IRAS)
#-out=oDE(VLA-IRAS)
#-out=MSX6C_G
#-out=HJD
#-out=l_Jmag
#-out=Jmag
#-out=e_Jmag
#-out=l_Hmag
#-out=Hmag
#-out=e_Hmag
#-out=n_Hmag
#-out=l_Kmag
#-out=Kmag
#-out=e_Kmag
#-out=n_Kmag
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_34310779
#Name: J/A+A/431/779
#Title: Optical/near-IR atlas of OH/IR stars (Jimenez-Esteban+ 2005)
#Table	J_A_A_431_779_tablea1:
#Name: J/A+A/431/779/tablea1
#Title: Astrometric information derived for the sources for which an optical/NIR counterpart was found.
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	IRAS	(a10)	IRAS name	[ucd=]
#Column	RAJ2000	(A10)	Improved right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Improved declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	oRA(CA-IRAS)	(I3)	? Distance Calar Alto/IRAS (RA) [NULL integer written as an empty string]	[ucd=]
#Column	oDE(CA-IRAS)	(I3)	? Distance Calar Alto/IRAS (DE) [NULL integer written as an empty string]	[ucd=]
#Column	oRA(MSX-IRAS)	(I3)	? Distance MSX/IRAS (RA) [NULL integer written as an empty string]	[ucd=]
#Column	oDE(MSX-IRAS)	(I3)	? Distance MSX/IRAS (DE) [NULL integer written as an empty string]	[ucd=]
#Column	oRA(VLA-IRAS)	(I3)	? Distance VLA/IRAS (RA) [NULL integer written as an empty string]	[ucd=]
#Column	oDE(VLA-IRAS)	(I3)	? Distance VLA/IRAS (DE) [NULL integer written as an empty string]	[ucd=]
#Column	MSX6C_G	(a16)	MSX6C_G name (MSX6C GLLL.llll+BB.bbbb), Cat. <V/114>	[ucd=]
_RAJ2000	_DEJ2000	IRAS	RAJ2000	DEJ2000	oRA(CA-IRAS)	oDE(CA-IRAS)	oRA(MSX-IRAS)	oDE(MSX-IRAS)	oRA(VLA-IRAS)	oDE(VLA-IRAS)	MSX6C_G
19396+2338	2451368	>	14.25	     	 	12.87	 0.15	  	 	 9.64	 0.02	
19412+0337	2451363	 	 5.43	 0.01	 	 4.30	 0.05	  	 	 3.79	 0.04	
19412+1042	2451369	 	11.97	 0.01	 	 9.96	 0.02	  	 	 8.31	 0.01	
19413+2829	2451369	 	10.65	 0.02	 	 8.65	 0.02	  	 	 7.04	 0.01	
19414+2237	2451749	 	 4.34	 0.07	 	 3.27	 0.08	  	<	 3.36	     	
19422+3506	2451363	 	 7.42	 0.01	 	 5.56	 0.02	  	 	     	     	NO
19425+3323	2451363	 	 7.30	 0.01	 	 5.87	 0.02	  	 	 4.88	 0.01	
19440+2251	2451366	>	14.50	     	>	14.25	     	  	>	12.75	     	
19448+2653	2451363	 	12.35	 0.39	 	 9.23	 0.03	  	 	 7.18	 0.04	
19451+1628	2451368	 	 7.83	 0.02	 	 6.68	 0.01	  	 	 5.91	 0.01	
19453+1917	2451368	 	 9.59	 0.05	 	 8.47	 0.01	  	 	 7.26	 0.01	
19454+2536	2451367	 	 7.22	 0.02	 	 5.76	 0.01	  	 	 4.85	 0.06	
19456+1927	2451367	 	11.51	 0.06	 	 9.21	 0.01	  	 	 7.59	 0.01	
19459+1716	2451368	 	14.03	 0.19	 	10.73	 0.01	  	 	 8.36	 0.01	
19462+2232	2451749	 	 9.97	 0.08	 	 7.51	 0.02	  	 	 5.95	 0.01	
19464+3514	2451366	 	13.46	 0.17	 	10.07	 0.01	  	 	 7.59	 0.01	
19467+2213	2451367	>	15.25	     	 	12.62	 0.06	  	 	10.14	 0.04	
19471+2944	2451366	 	 8.85	 0.04	 	 7.14	 0.01	  	 	 6.08	 0.01	
19479+2111	2451752	 	 6.72	 0.01	 	 5.48	 0.03	  	<	 4.72	     	
19488+1346	2451368	 	 6.80	 0.02	 	 5.86	 0.01	  	 	 5.32	 0.02	
19488+1719	2451369	 	 9.13	 0.02	 	 7.69	 0.01	  	 	 6.37	 0.01	
19490+1049	2451368	 	13.27	 0.09	 	11.00	 0.05	  	 	 9.15	 0.05	
19493+2905	2451368	 	12.00	 0.06	 	 9.17	 0.01	  	 	 6.85	 0.02	
19495+0835	2451753	 	 7.49	 0.06	 	 5.65	 0.01	  	 	 4.65	 0.15	
19499+2141	2451368	 	 7.12	 0.01	 	 5.57	 0.01	  	 	 4.64	 0.12	
19500+2239	2451368	 	 8.79	 0.02	 	 7.29	 0.02	  	 	 6.14	 0.01	
19508+2014	2451368	 	 9.32	 0.02	 	 7.90	 0.01	  	 	 6.72	 0.01	
19508+2659	2451363	 	10.12	 0.02	 	 7.43	 0.01	  	 	 5.75	 0.09	
19516+2217	2451368	 	 8.45	 0.01	 	 7.32	 0.01	  	 	 6.59	 0.01	
19520+2729	2451363	>	14.75	     	>	14.50	     	  	 	11.29	 0.15	
19522+1935	2451749	 	 8.77	 0.02	 	 6.82	 0.01	  	 	 5.26	 0.02	
19522+2653	2451369	 	 9.69	 0.02	 	 7.57	 0.01	  	 	 6.34	 0.01	
19527+2231	2451368	 	 8.16	 0.02	 	 6.88	 0.01	  	 	 6.01	 0.01	
19529+3634	2451747	 	 7.73	 0.02	 	 6.71	 0.01	  	 	 6.11	 0.01	
19534+2802	2451366	>	15.75	     	>	14.50	     	  	 	11.18	 0.11	
19535+2157	2451368	 	 8.21	 0.01	 	 7.07	 0.02	  	 	 6.18	 0.01	
19547+1848	2451753	 	 4.70	 0.05	 	 3.60	 0.04	  	 	 2.97	 0.10	
19565+3140	2451367	>	15.00	     	 	12.74	 0.06	  	 	 9.98	 0.04	
19566+3423	2451747	>	15.25	     	>	14.50	     	  	 	13.92	 1.05	
19573+2204	2451368	 	12.57	 0.03	 	10.15	 0.03	  	 	 8.48	 0.01	
19575+1143	2451367	 	 6.97	 0.02	 	 5.88	 0.02	  	 	 5.20	 0.02	
19576+2814	2451366	>	15.25	     	>	14.50	     	  	 	11.08	 0.05	
19579+2926	2451368	 	 6.76	 0.02	 	 5.41	 0.01	  	 	 4.70	 0.10	
19579+3223	2451366	 	 5.51	 0.01	 	 4.57	 0.06	  	<	 4.21	     	
19588+2541	2451368	 	12.88	 0.02	 	10.30	 0.01	  	 	 8.10	 0.01	
20011+1752	2451369	 	 9.89	 0.01	 	 8.41	 0.02	  	 	 7.26	 0.02	
20015+3019	2451747	 	 3.95	 0.05	 	 2.82	 0.07	  	<	 2.64	     	
20023+2855	2451366	>	15.25	     	>	14.50	     	  	 	10.27	 0.05	
20024+1727	2451752	 	 7.11	 0.02	 	 5.49	 0.03	  	 	 4.20	 0.27	
20043+2653	2451366	>	15.25	     	>	14.00	     	  	 	10.79	 0.06	
20047+1248	2451753	 	 4.82	 0.06	 	 3.82	 0.06	  	 	 3.06	 0.08	
20052+0554	2451753	 	 4.86	 0.20	 	 3.62	 0.15	  	 	 2.79	 0.08	
20095+2726	2451366	 	 9.84	 0.02	 	 7.23	 0.01	  	 	 5.60	 0.01	
20097+1107	2451369	 	 9.90	 0.01	 	 7.84	 0.02	  	 	 6.39	 0.01	
20110+3555	2451747	 	10.80	 0.02	 	 8.70	 0.05	  	 	 7.31	 0.03	
20115+0844	2451366	 	 7.84	 0.01	 	 6.38	 0.01	  	 	 5.32	 0.01	
20123+0429	2451369	 	 6.12	 0.01	 	 5.29	 0.04	  	 	 4.42	 0.07	
20127+2430	2451366	 	 6.24	 0.01	 	 4.82	 0.01	  	 	 4.24	 0.06	
20137+2838	2451747	 	11.78	 0.02	 	 8.77	 0.03	  	 	 6.81	 0.02	
20140+3620	2451367	 	 5.99	 0.08	 	 4.75	 0.04	  	 	 3.84	 0.15	
20153+2057	2451366	 	 7.46	 0.01	 	 6.28	 0.01	  	 	 5.62	 0.01	
20156+2130	2451749	 	 7.31	 0.02	 	 5.85	 0.02	  	 	 5.47	 0.20	
20160+2734	2451750	 	 7.01	 0.03	 	 6.41	 0.01	  	 	 6.12	 0.01	
20171+2732	2451750	 	 9.44	 0.02	 	 7.20	 0.01	  	 	 5.58	 0.01	
20181+2234	2451744	 	13.16	 0.12	 	10.09	 0.03	  	 	 7.84	 0.01	
20194+1707	2451752	 	 5.37	 0.04	 	 4.46	 0.04	  	 	 3.85	 0.06	
20211+3100	2451747	 	 9.97	 0.03	 	 7.79	 0.01	  	 	 6.26	 0.01	
20215+3205	2451744	 	 8.09	 0.01	 	 6.26	 0.02	  	 	 5.04	 0.02	
20246+1456	2451744	 	 5.90	 0.01	 	 5.18	 0.06	  	<	 4.57	     	
20246+2813	2451366	 	11.29	 0.01	 	10.09	 0.01	  	 	 9.18	 0.01	
20267+2105	2451744	 	 9.52	 0.01	 	 6.81	 0.01	  	 	 4.85	 0.07	
20272+3535	2451362	>	15.25	     	>	15.00	     	  	 	10.74	 0.08	
20280+2631	2451366	 	10.24	 0.01	 	 8.13	 0.01	  	 	 6.44	 0.01	
20296+3355	2451368	 	 6.95	 0.01	 	 5.78	 0.01	  	 	 5.15	 0.01	
20351+3450	2451744	 	 5.65	 0.01	 	 4.51	 0.03	  	 	 3.86	 0.07	
20363+3401	2451746	 	 5.97	 0.01	 	 4.91	 0.02	  	 	 4.43	 0.05	
20403+3143	2451744	 	11.35	 0.02	 	 8.68	 0.03	  	 	 6.93	 0.01	
20403+3700	2451366	 	 7.33	 0.01	 	 5.37	 0.01	  	 	 4.26	 0.07	
20410+2949	2451369	 	 7.57	 0.02	 	 6.50	 0.02	  	 	 5.82	 0.01	
20423+2742	2451746	 	 7.83	 0.03	 	 6.24	 0.01	  	 	 5.20	 0.01	
20432+3151	2451746	 	10.68	 0.03	 	 8.71	 0.02	  	 	 7.15	 0.01	
20440+0412	2451744	 	 4.66	 0.05	 	     	     	NO	 	 3.47	 0.10	
20444+0540	2451744	 	 7.11	 0.01	 	 5.95	 0.01	  	 	 4.84	 0.01	
20460+3253	2451369	 	 6.91	 0.02	 	 5.98	 0.04	  	 	 5.35	 0.07	
20482+3325	2451368	 	 8.55	 0.03	 	 7.08	 0.01	  	 	 5.93	 0.01	
20529+3013	2451745	 	 3.64	 0.07	 	 2.67	 0.04	  	 	 2.37	 0.11	
20531+2909	2451746	 	12.40	 0.02	 	 9.72	 0.03	  	 	 7.74	 0.01	
20547+0247	2451363	 	11.53	 0.04	 	10.10	 0.02	  	 	 8.29	 0.01	
21062+0058	2451744	 	 5.12	 0.02	<	 4.77	     	  	<	 4.26	     	
21074+1812	2451746	 	 5.61	 0.01	 	 4.92	 0.06	  	 	 4.53	 0.11	
21100+2205	2451369	 	 9.45	 0.02	 	 8.46	 0.02	  	 	 7.67	 0.01	
21120+0736	2451744	 	 5.77	 0.01	 	 4.91	 0.06	  	 	 4.20	 0.03	
21174+1747	2451745	 	 8.02	 0.04	 	 6.86	 0.02	  	 	 6.16	 0.03	
21305+2118	2451362	 	 9.73	 0.14	 	 7.47	 0.02	  	 	 5.55	 0.01	
21576+3259	2451369	 	 8.24	 0.02	 	 7.29	 0.01	  	 	 6.52	 0.02	
22180+3225	2451745	 	 5.05	 0.02	<	 4.72	     	  	 	 3.74	 0.06	
22402+1045	2451745	 	 6.03	 0.01	 	 5.33	 0.08	  	 	 4.91	 0.05	
22510+3614	2451745	 	 4.27	 0.05	 	 3.48	 0.05	  	 	 3.11	 0.10	
22516+0838	2451745	 	 4.46	 0.15	 	 3.44	 0.20	  	 	 3.32	 0.16	
22517+2223	2451366	 	 5.99	 0.01	 	 5.20	 0.01	  	 	 4.73	 0.01	

